DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/10/11,18:00,315,325,79,396.0
2020/10/11,19:00,306,316,78,392.0
2020/10/11,20:00,291,301,76,384.0
2020/10/11,21:00,274,284,73,373.0
2020/10/11,22:00,259,268,74,352.0
2020/10/11,23:00,251,257,75,337.0
2019/9/27,0:00,259,259,77,338.0
2019/9/27,1:00,256,256,76,337.0
2019/9/27,2:00,269,273,80,338.0
2019/9/27,3:00,287,291,81,354.0
2019/9/27,4:00,293,298,81,364.0
2019/9/27,5:00,281,281,82,343.0
2019/9/27,6:00,273,272,82,334.0
2019/9/27,7:00,269,280,78,344.0
2019/9/27,8:00,293,295,80,366.0
2019/9/27,9:00,314,320,80,392.0
2019/9/27,10:00,325,325,83,394.0
2019/9/27,11:00,331,331,83,399.0
2019/9/27,12:00,306,305,79,387.0
2019/9/27,13:00,320,325,82,390.0
2019/9/27,14:00,327,327,83,394.0
2019/9/27,15:00,334,328,83,401.0
2019/9/27,16:00,347,338,85,410.0
2019/9/27,17:00,358,352,84,429.0
2019/9/27,18:00,360,358,84,429.0
2019/9/27,19:00,346,343,83,416.0
2019/9/27,20:00,323,323,82,392.0
2019/9/27,21:00,308,303,84,367.0
2019/9/27,22:00,290,283,84,343.0
2019/9/27,23:00,278,271,82,338.0
2021/2/2,0:00,385,399,79,487.0
2021/2/2,1:00,405,414,79,512.0
2021/2/2,2:00,421,435,78,542.0
2021/2/2,3:00,429,445,78,552.0
2021/2/2,4:00,432,449,77,559.0
2021/2/2,5:00,429,443,83,519.0
2021/2/2,6:00,429,451,81,527.0
2021/2/2,7:00,426,443,82,522.0
2021/2/2,8:00,448,451,83,540.0
2021/2/2,9:00,453,454,81,556.0
2021/2/2,10:00,443,442,80,557.0
2021/2/2,11:00,436,430,80,543.0
2021/2/2,12:00,413,415,77,536.0
2021/2/2,13:00,426,429,81,526.0
2021/2/2,14:00,444,434,85,524.0
2021/2/2,15:00,449,446,86,522.0
2021/2/2,16:00,448,462,83,537.0
2021/2/2,17:00,460,476,83,552.0
2021/2/2,18:00,456,467,83,551.0
2021/2/2,19:00,444,457,83,537.0
2021/2/2,20:00,436,452,82,533.0
2021/2/2,21:00,433,444,83,522.0
2021/2/2,22:00,425,428,83,512.0
2021/2/2,23:00,435,438,83,523.0
2021/4/2,0:00,312,310,78,400.0
2021/4/2,1:00,327,319,80,409.0
2021/4/2,2:00,336,331,79,423.0
2021/4/2,3:00,344,341,79,436.0
2021/4/2,4:00,348,345,78,446.0
2021/4/2,5:00,344,346,77,449.0
2021/4/2,6:00,335,345,75,449.0
2021/4/2,7:00,320,335,73,437.0
2021/4/2,8:00,337,341,74,452.0
2021/4/2,9:00,349,353,72,488.0
2021/4/2,10:00,353,353,71,500.0
2021/4/2,11:00,355,349,71,497.0
2021/4/2,12:00,333,328,68,493.0
2021/4/2,13:00,341,341,75,457.0
2021/4/2,14:00,346,333,80,434.0
2021/4/2,15:00,327,325,77,422.0
2021/4/2,16:00,332,328,78,425.0
2021/4/2,17:00,342,328,80,426.0
2021/4/2,18:00,358,351,79,453.0
2021/4/2,19:00,352,354,78,453.0
2021/4/2,20:00,338,344,76,445.0
2021/4/2,21:00,323,325,77,420.0
2021/4/2,22:00,311,312,77,406.0
2021/4/2,23:00,315,322,75,418.0
2021/8/29,0:00,255,258,74,345.0
2021/8/29,1:00,254,253,75,340.0
2021/8/29,2:00,263,259,77,342.0
2021/8/29,3:00,278,273,77,361.0
2021/8/29,4:00,283,274,79,360.0
2021/8/29,5:00,263,261,77,341.0
2021/8/29,6:00,246,253,72,344.0
2021/8/29,7:00,245,254,66,372.0
2021/8/29,8:00,266,276,64,412.0
2021/8/29,9:00,288,296,65,440.0
2021/8/29,10:00,306,308,69,445.0
2021/8/29,11:00,315,312,72,435.0
2021/8/29,12:00,322,317,77,419.0
2021/8/29,13:00,316,309,78,403.0
2021/8/29,14:00,322,307,81,397.0
2021/8/29,15:00,315,303,79,397.0
2021/8/29,16:00,315,313,78,401.0
2021/8/29,17:00,318,323,79,400.0
2021/8/29,18:00,332,333,84,396.0
2021/8/29,19:00,328,328,84,388.0
2021/8/29,20:00,307,308,81,379.0
2021/8/29,21:00,288,292,77,372.0
2021/8/29,22:00,271,277,75,361.0
2021/8/29,23:00,262,263,76,345.0
2021/6/6,0:00,244,259,65,374.0
2021/6/6,1:00,248,263,66,376.0
2021/6/6,2:00,261,275,68,384.0
2021/6/6,3:00,271,286,69,392.0
2021/6/6,4:00,267,280,69,388.0
2021/6/6,5:00,257,268,69,370.0
2021/6/6,6:00,249,258,68,368.0
2021/6/6,7:00,247,252,64,383.0
2021/6/6,8:00,256,261,62,410.0
2021/6/6,9:00,269,264,61,439.0
2021/6/6,10:00,275,272,61,453.0
2021/6/6,11:00,286,277,64,449.0
2021/6/6,12:00,287,279,66,435.0
2021/6/6,13:00,282,277,68,414.0
2021/6/6,14:00,272,268,70,387.0
2021/6/6,15:00,282,266,77,365.0
2021/6/6,16:00,290,279,77,375.0
2021/6/6,17:00,290,287,78,371.0
2021/6/6,18:00,291,298,76,383.0
2021/6/6,19:00,297,301,79,376.0
2021/6/6,20:00,288,285,80,359.0
2021/6/6,21:00,269,269,77,351.0
2021/6/6,22:00,256,256,75,341.0
2021/6/6,23:00,251,248,76,333.0
2019/4/30,0:00,261,271,62,
2019/4/30,1:00,268,280,64,
2019/4/30,2:00,278,290,66,
2019/4/30,3:00,288,300,69,
2019/4/30,4:00,283,295,67,
2019/4/30,5:00,275,290,65,
2019/4/30,6:00,270,276,64,
2019/4/30,7:00,257,261,61,
2019/4/30,8:00,267,266,64,
2019/4/30,9:00,281,270,67,
2019/4/30,10:00,279,270,66,
2019/4/30,11:00,280,260,67,
2019/4/30,12:00,267,250,64,
2019/4/30,13:00,273,250,65,
2019/4/30,14:00,275,245,66,
2019/4/30,15:00,279,255,66,
2019/4/30,16:00,291,275,69,
2019/4/30,17:00,299,290,71,
2019/4/30,18:00,314,310,75,
2019/4/30,19:00,321,320,76,
2019/4/30,20:00,308,309,73,
2019/4/30,21:00,291,290,69,
2019/4/30,22:00,274,275,65,
2019/4/30,23:00,275,275,66,
2019/4/6,0:00,359,358,80,
2019/4/6,1:00,372,370,83,
2019/4/6,2:00,382,381,85,
2019/4/6,3:00,386,384,86,
2019/4/6,4:00,388,387,86,
2019/4/6,5:00,375,374,84,
2019/4/6,6:00,364,361,81,
2019/4/6,7:00,346,344,77,
2019/4/6,8:00,358,358,80,
2019/4/6,9:00,372,372,83,
2019/4/6,10:00,376,376,84,
2019/4/6,11:00,371,369,83,
2019/4/6,12:00,343,353,76,
2019/4/6,13:00,341,348,76,
2019/4/6,14:00,328,353,73,
2019/4/6,15:00,326,357,73,
2019/4/6,16:00,336,362,75,
2019/4/6,17:00,344,367,77,
2019/4/6,18:00,368,376,82,
2019/4/6,19:00,369,371,82,
2019/4/6,20:00,356,361,79,
2019/4/6,21:00,344,346,76,
2019/4/6,22:00,331,336,74,
2019/4/6,23:00,338,346,75,
2019/5/2,0:00,266,265,59,
2019/5/2,1:00,273,275,61,
2019/5/2,2:00,284,285,63,
2019/5/2,3:00,291,294,65,
2019/5/2,4:00,288,290,64,
2019/5/2,5:00,280,276,62,
2019/5/2,6:00,269,272,60,
2019/5/2,7:00,259,263,57,
2019/5/2,8:00,272,268,60,
2019/5/2,9:00,279,283,62,
2019/5/2,10:00,285,288,63,
2019/5/2,11:00,290,288,64,
2019/5/2,12:00,266,273,59,
2019/5/2,13:00,285,278,63,
2019/5/2,14:00,282,278,62,
2019/5/2,15:00,291,282,65,
2019/5/2,16:00,301,292,67,
2019/5/2,17:00,306,300,68,
2019/5/2,18:00,315,315,70,
2019/5/2,19:00,323,320,72,
2019/5/2,20:00,310,310,69,
2019/5/2,21:00,292,295,65,
2019/5/2,22:00,278,275,62,
2019/5/2,23:00,275,275,61,
2022/4/13,0:00,283,286,84,336.0
2022/4/13,1:00,292,292,86,339.0
2022/4/13,2:00,307,305,87,350.0
2022/4/13,3:00,317,317,86,364.0
2022/4/13,4:00,321,319,87,368.0
2022/4/13,5:00,323,320,87,371.0
2022/4/13,6:00,330,322,87,376.0
2022/4/13,7:00,330,326,86,381.0
2022/4/13,8:00,355,351,86,411.0
2022/4/13,9:00,366,364,85,426.0
2022/4/13,10:00,366,358,86,421.0
2022/4/13,11:00,367,365,85,430.0
2022/4/13,12:00,350,342,81,432.0
2022/4/13,13:00,362,351,86,416.0
2022/4/13,14:00,357,347,88,404.0
2022/4/13,15:00,354,345,88,400.0
2022/4/13,16:00,355,353,87,407.0
2022/4/13,17:00,358,356,86,416.0
2022/4/13,18:00,368,367,84,433.0
2022/4/13,19:00,361,357,83,431.0
2022/4/13,20:00,344,339,82,414.0
2022/4/13,21:00,327,320,82,396.0
2022/4/13,22:00,312,307,80,390.0
2022/4/13,23:00,314,309,80,391.0
2022/1/26,0:00,403,403,84,482.0
2022/1/26,1:00,423,422,85,495.0
2022/1/26,2:00,435,434,84,516.0
2022/1/26,3:00,447,447,85,529.0
2022/1/26,4:00,456,468,86,529.0
2022/1/26,5:00,451,464,87,522.0
2022/1/26,6:00,456,466,87,526.0
2022/1/26,7:00,444,457,85,524.0
2022/1/26,8:00,460,460,85,544.0
2022/1/26,9:00,459,453,85,538.0
2022/1/26,10:00,446,448,82,544.0
2022/1/26,11:00,441,430,79,556.0
2022/1/26,12:00,422,406,75,559.0
2022/1/26,13:00,435,416,79,548.0
2022/1/26,14:00,436,427,82,533.0
2022/1/26,15:00,440,449,83,532.0
2022/1/26,16:00,451,467,83,543.0
2022/1/26,17:00,466,471,86,539.0
2022/1/26,18:00,457,463,84,543.0
2022/1/26,19:00,442,450,83,532.0
2022/1/26,20:00,428,440,82,523.0
2022/1/26,21:00,418,430,82,510.0
2022/1/26,22:00,404,411,82,490.0
2022/1/26,23:00,414,420,83,500.0
2020/6/23,0:00,250,249,71,352.0
2020/6/23,1:00,256,252,72,358.0
2020/6/23,2:00,269,263,73,369.0
2020/6/23,3:00,283,276,77,370.0
2020/6/23,4:00,282,273,77,368.0
2020/6/23,5:00,270,263,73,372.0
2020/6/23,6:00,269,268,70,383.0
2020/6/23,7:00,282,279,71,398.0
2020/6/23,8:00,306,306,73,422.0
2020/6/23,9:00,328,321,75,435.0
2020/6/23,10:00,321,326,71,450.0
2020/6/23,11:00,318,327,70,452.0
2020/6/23,12:00,319,308,72,441.0
2020/6/23,13:00,340,325,78,433.0
2020/6/23,14:00,334,326,80,420.0
2020/6/23,15:00,335,328,78,432.0
2020/6/23,16:00,340,337,78,435.0
2020/6/23,17:00,331,331,74,448.0
2020/6/23,18:00,324,323,73,446.0
2020/6/23,19:00,329,328,75,439.0
2020/6/23,20:00,315,312,74,425.0
2020/6/23,21:00,297,293,74,400.0
2020/6/23,22:00,278,273,74,378.0
2020/6/23,23:00,267,262,74,362.0
2021/11/12,0:00,289,289,79,366.0
2021/11/12,1:00,295,293,80,369.0
2021/11/12,2:00,307,307,82,372.0
2021/11/12,3:00,324,322,85,383.0
2021/11/12,4:00,335,334,85,395.0
2021/11/12,5:00,349,337,88,399.0
2021/11/12,6:00,348,342,85,409.0
2021/11/12,7:00,333,330,83,402.0
2021/11/12,8:00,340,340,80,423.0
2021/11/12,9:00,354,352,78,453.0
2021/11/12,10:00,363,352,79,462.0
2021/11/12,11:00,349,351,76,459.0
2021/11/12,12:00,329,334,76,434.0
2021/11/12,13:00,340,343,80,424.0
2021/11/12,14:00,346,345,83,419.0
2021/11/12,15:00,362,356,84,431.0
2021/11/12,16:00,388,386,86,451.0
2021/11/12,17:00,384,387,85,454.0
2021/11/12,18:00,373,374,82,454.0
2021/11/12,19:00,360,358,83,434.0
2021/11/12,20:00,339,339,82,411.0
2021/11/12,21:00,321,321,82,392.0
2021/11/12,22:00,303,306,79,384.0
2021/11/12,23:00,302,303,79,382.0
2019/7/8,0:00,243,243,56,
2019/7/8,1:00,244,245,56,
2019/7/8,2:00,257,255,59,
2019/7/8,3:00,273,270,63,
2019/7/8,4:00,272,268,62,
2019/7/8,5:00,269,265,62,
2019/7/8,6:00,270,265,62,
2019/7/8,7:00,286,275,66,
2019/7/8,8:00,317,305,73,
2019/7/8,9:00,338,330,77,
2019/7/8,10:00,338,340,77,
2019/7/8,11:00,338,345,78,
2019/7/8,12:00,313,325,72,
2019/7/8,13:00,334,345,77,
2019/7/8,14:00,337,344,77,
2019/7/8,15:00,335,347,77,
2019/7/8,16:00,349,349,80,
2019/7/8,17:00,346,339,79,
2019/7/8,18:00,333,334,77,
2019/7/8,19:00,337,338,77,
2019/7/8,20:00,323,324,74,
2019/7/8,21:00,300,301,69,
2019/7/8,22:00,278,285,64,
2019/7/8,23:00,265,271,61,
2021/8/8,0:00,286,286,79,361.0
2021/8/8,1:00,278,277,79,350.0
2021/8/8,2:00,283,283,78,363.0
2021/8/8,3:00,297,296,79,376.0
2021/8/8,4:00,298,297,79,375.0
2021/8/8,5:00,288,288,79,365.0
2021/8/8,6:00,285,284,78,366.0
2021/8/8,7:00,292,291,76,382.0
2021/8/8,8:00,314,314,79,400.0
2021/8/8,9:00,326,357,75,437.0
2021/8/8,10:00,327,357,70,467.0
2021/8/8,11:00,339,360,71,478.0
2021/8/8,12:00,342,361,74,464.0
2021/8/8,13:00,340,354,75,451.0
2021/8/8,14:00,339,350,79,431.0
2021/8/8,15:00,335,349,78,429.0
2021/8/8,16:00,336,349,78,429.0
2021/8/8,17:00,338,350,78,431.0
2021/8/8,18:00,343,355,78,437.0
2021/8/8,19:00,345,367,78,442.0
2021/8/8,20:00,324,351,75,431.0
2021/8/8,21:00,305,328,76,403.0
2021/8/8,22:00,289,311,75,385.0
2021/8/8,23:00,275,292,73,376.0
2019/10/25,0:00,280,276,80,349.0
2019/10/25,1:00,283,275,80,352.0
2019/10/25,2:00,295,288,82,361.0
2019/10/25,3:00,309,306,81,383.0
2019/10/25,4:00,315,315,78,404.0
2019/10/25,5:00,313,310,80,390.0
2019/10/25,6:00,310,304,80,385.0
2019/10/25,7:00,312,298,73,429.0
2019/10/25,8:00,335,315,76,444.0
2019/10/25,9:00,351,329,81,431.0
2019/10/25,10:00,351,343,79,446.0
2019/10/25,11:00,351,348,77,457.0
2019/10/25,12:00,329,324,76,434.0
2019/10/25,13:00,349,342,79,442.0
2019/10/25,14:00,349,344,78,445.0
2019/10/25,15:00,354,347,81,437.0
2019/10/25,16:00,371,358,83,450.0
2019/10/25,17:00,375,373,82,455.0
2019/10/25,18:00,362,362,81,447.0
2019/10/25,19:00,346,347,81,429.0
2019/10/25,20:00,330,326,82,401.0
2019/10/25,21:00,315,309,82,382.0
2019/10/25,22:00,302,296,80,376.0
2019/10/25,23:00,299,287,83,359.0
2022/2/15,0:00,404,416,79,510.0
2022/2/15,1:00,418,433,79,532.0
2022/2/15,2:00,437,449,80,545.0
2022/2/15,3:00,449,461,80,558.0
2022/2/15,4:00,456,469,81,564.0
2022/2/15,5:00,454,468,80,569.0
2022/2/15,6:00,455,473,81,564.0
2022/2/15,7:00,452,451,82,549.0
2022/2/15,8:00,458,454,82,555.0
2022/2/15,9:00,457,457,80,568.0
2022/2/15,10:00,444,452,79,561.0
2022/2/15,11:00,439,441,79,554.0
2022/2/15,12:00,412,424,75,549.0
2022/2/15,13:00,417,429,77,539.0
2022/2/15,14:00,423,429,79,532.0
2022/2/15,15:00,438,436,81,537.0
2022/2/15,16:00,441,447,79,555.0
2022/2/15,17:00,457,467,79,580.0
2022/2/15,18:00,458,467,79,580.0
2022/2/15,19:00,444,453,79,562.0
2022/2/15,20:00,438,444,80,551.0
2022/2/15,21:00,434,434,80,539.0
2022/2/15,22:00,419,416,81,516.0
2022/2/15,23:00,434,426,82,529.0
2019/9/5,0:00,262,263,59,
2019/9/5,1:00,260,260,58,
2019/9/5,2:00,272,272,60,
2019/9/5,3:00,290,290,65,
2019/9/5,4:00,292,287,65,
2019/9/5,5:00,278,275,62,
2019/9/5,6:00,274,272,61,
2019/9/5,7:00,279,280,62,
2019/9/5,8:00,310,310,69,
2019/9/5,9:00,340,340,76,
2019/9/5,10:00,351,360,78,
2019/9/5,11:00,354,370,79,
2019/9/5,12:00,331,350,74,
2019/9/5,13:00,348,364,78,
2019/9/5,14:00,352,357,79,
2019/9/5,15:00,354,359,79,
2019/9/5,16:00,363,364,81,
2019/9/5,17:00,362,359,80,
2019/9/5,18:00,374,367,83,
2019/9/5,19:00,361,357,80,
2019/9/5,20:00,339,336,75,
2019/9/5,21:00,319,316,72,
2019/9/5,22:00,302,294,68,
2019/9/5,23:00,292,280,65,
2019/6/26,0:00,252,253,56,
2019/6/26,1:00,253,253,57,
2019/6/26,2:00,267,268,60,
2019/6/26,3:00,280,281,63,
2019/6/26,4:00,275,269,62,
2019/6/26,5:00,271,264,61,
2019/6/26,6:00,272,269,61,
2019/6/26,7:00,275,274,62,
2019/6/26,8:00,305,294,68,
2019/6/26,9:00,324,318,73,
2019/6/26,10:00,330,323,74,
2019/6/26,11:00,333,328,75,
2019/6/26,12:00,315,308,71,
2019/6/26,13:00,334,328,75,
2019/6/26,14:00,336,331,75,
2019/6/26,15:00,339,335,76,
2019/6/26,16:00,349,339,78,
2019/6/26,17:00,347,333,78,
2019/6/26,18:00,334,330,75,
2019/6/26,19:00,336,333,75,
2019/6/26,20:00,323,318,72,
2019/6/26,21:00,303,298,68,
2019/6/26,22:00,283,278,63,
2019/6/26,23:00,274,263,61,
2019/11/14,0:00,292,293,70,416.0
2019/11/14,1:00,298,299,72,416.0
2019/11/14,2:00,312,312,75,414.0
2019/11/14,3:00,326,327,79,413.0
2019/11/14,4:00,337,338,79,430.0
2019/11/14,5:00,338,337,77,440.0
2019/11/14,6:00,336,337,75,447.0
2019/11/14,7:00,335,336,74,454.0
2019/11/14,8:00,343,345,73,468.0
2019/11/14,9:00,349,352,74,472.0
2019/11/14,10:00,341,348,71,481.0
2019/11/14,11:00,340,347,70,484.0
2019/11/14,12:00,328,324,69,474.0
2019/11/14,13:00,360,351,78,461.0
2019/11/14,14:00,376,365,77,488.0
2019/11/14,15:00,393,392,81,485.0
2019/11/14,16:00,423,418,91,463.0
2019/11/14,17:00,431,414,86,503.0
2019/11/14,18:00,423,407,85,495.0
2019/11/14,19:00,410,400,83,496.0
2019/11/14,20:00,394,390,81,485.0
2019/11/14,21:00,376,370,79,476.0
2019/11/14,22:00,353,355,75,468.0
2019/11/14,23:00,356,360,76,467.0
2020/7/26,0:00,248,252,69,360.0
2020/7/26,1:00,247,247,67,366.0
2020/7/26,2:00,257,262,70,369.0
2020/7/26,3:00,275,275,78,354.0
2020/7/26,4:00,271,275,77,351.0
2020/7/26,5:00,258,263,74,349.0
2020/7/26,6:00,254,253,73,348.0
2020/7/26,7:00,263,258,75,350.0
2020/7/26,8:00,273,268,78,349.0
2020/7/26,9:00,283,277,84,338.0
2020/7/26,10:00,293,278,86,341.0
2020/7/26,11:00,292,280,85,342.0
2020/7/26,12:00,283,283,82,344.0
2020/7/26,13:00,281,280,80,351.0
2020/7/26,14:00,275,280,79,349.0
2020/7/26,15:00,282,281,79,359.0
2020/7/26,16:00,292,290,80,363.0
2020/7/26,17:00,301,297,83,363.0
2020/7/26,18:00,308,306,84,367.0
2020/7/26,19:00,315,314,83,378.0
2020/7/26,20:00,303,307,82,371.0
2020/7/26,21:00,286,289,71,401.0
2020/7/26,22:00,267,271,68,393.0
2020/7/26,23:00,255,256,69,367.0
2021/10/30,0:00,279,285,72,387.0
2021/10/30,1:00,284,289,74,383.0
2021/10/30,2:00,298,301,76,392.0
2021/10/30,3:00,312,317,78,400.0
2021/10/30,4:00,316,326,79,402.0
2021/10/30,5:00,317,323,78,406.0
2021/10/30,6:00,302,315,78,386.0
2021/10/30,7:00,289,298,73,394.0
2021/10/30,8:00,301,303,71,426.0
2021/10/30,9:00,306,312,69,446.0
2021/10/30,10:00,302,312,66,457.0
2021/10/30,11:00,294,309,63,468.0
2021/10/30,12:00,280,299,64,441.0
2021/10/30,13:00,282,299,68,413.0
2021/10/30,14:00,278,300,71,390.0
2021/10/30,15:00,291,306,79,368.0
2021/10/30,16:00,326,336,86,377.0
2021/10/30,17:00,343,351,85,406.0
2021/10/30,18:00,339,347,84,406.0
2021/10/30,19:00,331,338,82,402.0
2021/10/30,20:00,317,324,80,396.0
2021/10/30,21:00,300,307,79,381.0
2021/10/30,22:00,285,292,78,365.0
2021/10/30,23:00,286,290,80,358.0
2020/1/9,0:00,406,407,78,519.0
2020/1/9,1:00,420,420,80,522.0
2020/1/9,2:00,436,436,82,535.0
2020/1/9,3:00,450,449,82,548.0
2020/1/9,4:00,450,449,81,552.0
2020/1/9,5:00,447,446,81,554.0
2020/1/9,6:00,450,450,81,554.0
2020/1/9,7:00,440,439,81,540.0
2020/1/9,8:00,456,456,81,560.0
2020/1/9,9:00,453,453,82,553.0
2020/1/9,10:00,435,435,82,530.0
2020/1/9,11:00,416,416,81,515.0
2020/1/9,12:00,388,389,76,508.0
2020/1/9,13:00,406,405,79,511.0
2020/1/9,14:00,415,414,81,512.0
2020/1/9,15:00,436,435,81,539.0
2020/1/9,16:00,456,458,80,572.0
2020/1/9,17:00,461,463,82,560.0
2020/1/9,18:00,453,453,80,569.0
2020/1/9,19:00,441,443,82,541.0
2020/1/9,20:00,431,429,82,523.0
2020/1/9,21:00,420,417,82,510.0
2020/1/9,22:00,399,400,81,492.0
2020/1/9,23:00,410,413,81,504.0
2021/1/3,0:00,442,435,89,497.0
2021/1/3,1:00,456,450,89,513.0
2021/1/3,2:00,470,465,88,536.0
2021/1/3,3:00,479,471,91,528.0
2021/1/3,4:00,476,467,90,530.0
2021/1/3,5:00,461,456,87,528.0
2021/1/3,6:00,445,445,87,512.0
2021/1/3,7:00,418,417,85,490.0
2021/1/3,8:00,414,415,84,492.0
2021/1/3,9:00,402,406,87,463.0
2021/1/3,10:00,398,397,82,483.0
2021/1/3,11:00,391,395,82,475.0
2021/1/3,12:00,384,403,81,475.0
2021/1/3,13:00,379,404,81,466.0
2021/1/3,14:00,389,399,86,451.0
2021/1/3,15:00,411,409,89,460.0
2021/1/3,16:00,421,416,90,469.0
2021/1/3,17:00,441,436,90,491.0
2021/1/3,18:00,446,434,91,490.0
2021/1/3,19:00,438,429,90,487.0
2021/1/3,20:00,436,430,89,490.0
2021/1/3,21:00,432,433,88,490.0
2021/1/3,22:00,414,423,85,488.0
2021/1/3,23:00,427,439,84,507.0
2021/6/9,0:00,255,253,74,344.0
2021/6/9,1:00,260,259,74,349.0
2021/6/9,2:00,277,274,76,365.0
2021/6/9,3:00,286,285,75,381.0
2021/6/9,4:00,280,282,75,372.0
2021/6/9,5:00,272,276,75,363.0
2021/6/9,6:00,266,276,73,365.0
2021/6/9,7:00,263,281,65,403.0
2021/6/9,8:00,290,309,65,443.0
2021/6/9,9:00,312,329,66,475.0
2021/6/9,10:00,325,340,66,490.0
2021/6/9,11:00,334,347,67,499.0
2021/6/9,12:00,317,330,64,492.0
2021/6/9,13:00,329,342,72,460.0
2021/6/9,14:00,323,334,74,436.0
2021/6/9,15:00,325,327,78,415.0
2021/6/9,16:00,340,338,77,442.0
2021/6/9,17:00,332,331,77,434.0
2021/6/9,18:00,315,320,76,413.0
2021/6/9,19:00,319,323,77,417.0
2021/6/9,20:00,302,306,75,401.0
2021/6/9,21:00,286,288,76,375.0
2021/6/9,22:00,270,273,74,364.0
2021/6/9,23:00,265,264,77,343.0
2019/2/22,0:00,387,386,75,
2019/2/22,1:00,401,400,78,
2019/2/22,2:00,416,415,81,
2019/2/22,3:00,426,425,83,
2019/2/22,4:00,432,432,84,
2019/2/22,5:00,433,433,84,
2019/2/22,6:00,435,435,84,
2019/2/22,7:00,408,408,79,
2019/2/22,8:00,406,407,79,
2019/2/22,9:00,394,396,76,
2019/2/22,10:00,378,380,73,
2019/2/22,11:00,381,383,74,
2019/2/22,12:00,357,362,69,
2019/2/22,13:00,375,377,73,
2019/2/22,14:00,380,381,74,
2019/2/22,15:00,383,383,74,
2019/2/22,16:00,397,397,77,
2019/2/22,17:00,418,427,81,
2019/2/22,18:00,422,427,82,
2019/2/22,19:00,413,417,80,
2019/2/22,20:00,398,402,77,
2019/2/22,21:00,386,387,75,
2019/2/22,22:00,370,367,72,
2019/2/22,23:00,385,382,75,
2021/7/10,0:00,259,257,77,335.0
2021/7/10,1:00,257,253,77,334.0
2021/7/10,2:00,270,266,77,350.0
2021/7/10,3:00,283,280,77,366.0
2021/7/10,4:00,280,278,76,367.0
2021/7/10,5:00,268,265,76,354.0
2021/7/10,6:00,267,263,78,342.0
2021/7/10,7:00,272,274,77,351.0
2021/7/10,8:00,284,294,75,377.0
2021/7/10,9:00,294,307,74,397.0
2021/7/10,10:00,297,309,77,387.0
2021/7/10,11:00,304,307,79,383.0
2021/7/10,12:00,302,298,83,363.0
2021/7/10,13:00,300,303,82,368.0
2021/7/10,14:00,299,300,80,374.0
2021/7/10,15:00,302,299,81,371.0
2021/7/10,16:00,309,309,80,387.0
2021/7/10,17:00,311,312,79,394.0
2021/7/10,18:00,310,306,77,401.0
2021/7/10,19:00,311,310,78,401.0
2021/7/10,20:00,297,296,78,383.0
2021/7/10,21:00,285,280,78,364.0
2021/7/10,22:00,270,265,77,348.0
2021/7/10,23:00,261,258,76,342.0
2021/8/12,0:00,234,256,74,316.0
2021/8/12,1:00,230,245,73,317.0
2021/8/12,2:00,238,252,73,326.0
2021/8/12,3:00,254,265,73,349.0
2021/8/12,4:00,260,271,74,349.0
2021/8/12,5:00,252,269,72,348.0
2021/8/12,6:00,253,262,73,345.0
2021/8/12,7:00,260,268,71,369.0
2021/8/12,8:00,281,286,70,403.0
2021/8/12,9:00,303,299,74,412.0
2021/8/12,10:00,310,309,72,429.0
2021/8/12,11:00,318,319,69,458.0
2021/8/12,12:00,315,308,70,448.0
2021/8/12,13:00,313,313,69,456.0
2021/8/12,14:00,305,307,69,444.0
2021/8/12,15:00,299,306,67,443.0
2021/8/12,16:00,308,317,67,459.0
2021/8/12,17:00,307,318,67,461.0
2021/8/12,18:00,310,319,70,445.0
2021/8/12,19:00,311,320,69,448.0
2021/8/12,20:00,288,299,67,432.0
2021/8/12,21:00,272,281,67,407.0
2021/8/12,22:00,254,262,67,380.0
2021/8/12,23:00,244,251,67,364.0
2019/4/8,0:00,323,322,70,
2019/4/8,1:00,337,335,73,
2019/4/8,2:00,347,344,75,
2019/4/8,3:00,358,357,77,
2019/4/8,4:00,369,371,79,
2019/4/8,5:00,364,366,78,
2019/4/8,6:00,351,356,76,
2019/4/8,7:00,326,342,70,
2019/4/8,8:00,341,347,73,
2019/4/8,9:00,348,352,75,
2019/4/8,10:00,347,347,75,
2019/4/8,11:00,346,347,74,
2019/4/8,12:00,335,327,72,
2019/4/8,13:00,347,342,75,
2019/4/8,14:00,341,347,73,
2019/4/8,15:00,337,357,73,
2019/4/8,16:00,351,366,76,
2019/4/8,17:00,362,376,78,
2019/4/8,18:00,384,386,83,
2019/4/8,19:00,379,381,82,
2019/4/8,20:00,365,366,79,
2019/4/8,21:00,350,351,75,
2019/4/8,22:00,329,337,71,
2019/4/8,23:00,335,351,72,
2021/8/5,0:00,289,296,74,388.0
2021/8/5,1:00,282,289,69,407.0
2021/8/5,2:00,299,300,69,432.0
2021/8/5,3:00,315,310,71,441.0
2021/8/5,4:00,315,318,71,442.0
2021/8/5,5:00,297,310,66,447.0
2021/8/5,6:00,306,316,67,457.0
2021/8/5,7:00,326,333,69,470.0
2021/8/5,8:00,374,380,74,509.0
2021/8/5,9:00,421,412,80,525.0
2021/8/5,10:00,443,430,81,548.0
2021/8/5,11:00,459,441,82,557.0
2021/8/5,12:00,442,431,83,530.0
2021/8/5,13:00,444,447,82,543.0
