datetime,Coal,region,Hydro,Natural gas,Wind,Solar,Other,Petroleum,Nuclear
2022-06-16 08:00:00,205,CAL,2521,10282,3691,0,794,33,2275
2022-06-16 09:00:00,202,CAL,2050,9387,3811,0,787,33,2274
2022-06-16 10:00:00,201,CAL,1966,8027,3729,0,665,33,2274
2022-06-16 11:00:00,202,CAL,2001,7371,3211,0,646,33,2274
2022-06-16 12:00:00,204,CAL,2108,7941,2647,0,804,33,2273
2022-06-16 13:00:00,200,CAL,2337,8224,2474,186,869,33,2272
2022-06-16 14:00:00,206,CAL,2007,7161,2457,3603,898,32,2272
2022-06-16 15:00:00,203,CAL,1174,5581,2287,9603,812,32,2272
2022-06-16 16:00:00,203,CAL,933,7106,1834,12829,599,32,2272
2022-06-16 17:00:00,205,CAL,868,6869,1466,14023,587,32,2273
2022-06-16 18:00:00,205,CAL,944,6215,1237,14542,594,33,2273
2022-06-16 19:00:00,204,CAL,738,6387,1447,15006,616,33,2272
2022-06-16 20:00:00,203,CAL,442,6571,1685,15189,740,32,2272
2022-06-16 21:00:00,201,CAL,840,7003,1942,15178,776,32,2271
2022-06-16 22:00:00,200,CAL,1257,8038,2354,15107,830,32,2271
2022-06-16 23:00:00,201,CAL,1738,9435,2450,14624,958,32,2272
2022-06-17 00:00:00,203,CAL,1896,11453,2835,13722,1094,33,2273
2022-06-17 01:00:00,202,CAL,2440,12290,3207,12067,1164,33,2273
2022-06-17 02:00:00,203,CAL,2735,15188,3451,7395,1495,33,2273
2022-06-17 03:00:00,204,CAL,3689,17596,3273,1664,1768,33,2274
2022-06-17 04:00:00,204,CAL,3635,16047,3192,109,2353,33,2274
2022-06-17 05:00:00,204,CAL,3321,14623,3534,105,1967,33,2273
2022-06-17 06:00:00,204,CAL,2562,13253,3551,0,1448,33,2273
2022-06-17 07:00:00,208,CAL,2216,10990,3599,0,908,33,2274
2022-06-17 08:00:00,19,CAL,2290,7120,3910,0,933,33,2275
2022-06-17 09:00:00,19,CAL,2108,6179,3954,0,555,33,2274
2022-06-17 10:00:00,19,CAL,1992,5845,3772,0,500,33,2273
2022-06-17 11:00:00,20,CAL,2020,5345,3480,0,510,33,2273
2022-06-17 12:00:00,19,CAL,2288,5734,3034,0,508,32,2273
2022-06-17 13:00:00,19,CAL,2349,6149,2750,18,922,33,2274
2022-06-17 14:00:00,18,CAL,2304,6043,2251,2427,1107,32,2272
2022-06-17 15:00:00,18,CAL,1558,5263,2334,7211,1088,32,2272
2022-06-17 16:00:00,18,CAL,1386,4719,2569,9591,499,32,2272
2022-06-17 17:00:00,19,CAL,989,4693,2321,11311,494,32,2274
2022-06-17 18:00:00,19,CAL,532,5219,2271,12127,515,33,2273
2022-06-17 19:00:00,20,CAL,257,5345,2422,12336,522,32,2271
2022-06-17 20:00:00,21,CAL,233,5379,2754,12889,631,32,2272
2022-06-17 21:00:00,20,CAL,382,5157,3245,12760,579,33,2273
2022-06-17 22:00:00,19,CAL,765,4753,3697,12799,598,32,2272
2022-06-17 23:00:00,18,CAL,816,4716,3923,12393,703,32,2272
2022-06-18 00:00:00,17,CAL,1032,5650,3904,11615,534,32,2273
2022-06-18 01:00:00,17,CAL,1510,6026,4091,10227,1037,32,2274
2022-06-18 02:00:00,18,CAL,2018,6777,4623,6244,1260,32,2272
2022-06-18 03:00:00,18,CAL,2949,7624,4753,1396,1619,33,2271
2022-06-18 04:00:00,18,CAL,3323,8103,4419,1375,1493,33,2272
2022-06-18 05:00:00,18,CAL,2800,7898,4279,0,1858,33,2273
2022-06-18 06:00:00,18,CAL,2430,7427,4109,0,1400,33,2272
2022-06-18 07:00:00,18,CAL,2321,6620,4112,0,914,33,2272
2022-06-18 08:00:00,18,CAL,2069,5720,4262,0,1263,33,2272
2022-06-18 09:00:00,18,CAL,1947,5173,4302,0,938,33,2273
2022-06-18 10:00:00,18,CAL,1921,4554,4156,0,789,33,2271
2022-06-18 11:00:00,18,CAL,1972,4084,4234,0,653,33,2272
2022-06-18 12:00:00,18,CAL,2058,4051,4382,0,650,33,2272
2022-06-18 13:00:00,19,CAL,2171,3776,4322,16,595,32,2272
2022-06-18 14:00:00,17,CAL,1738,3701,4088,2554,600,32,2271
2022-06-18 15:00:00,17,CAL,1014,4088,3849,6898,471,32,2272
2022-06-18 16:00:00,16,CAL,513,4735,3723,8228,466,33,2272
2022-06-18 17:00:00,16,CAL,467,5112,3517,8840,469,33,2271
2022-06-18 18:00:00,16,CAL,473,5124,3362,8798,491,33,2272
2022-06-18 19:00:00,17,CAL,300,4877,3396,8878,492,33,2274
2022-06-18 20:00:00,18,CAL,327,4522,3415,8990,491,33,2274
2022-06-18 21:00:00,17,CAL,286,4321,3615,8570,490,33,2273
2022-06-18 22:00:00,17,CAL,284,3909,3909,8959,520,33,2273
2022-06-18 23:00:00,16,CAL,394,3843,4127,9369,661,33,2274
2022-06-19 00:00:00,16,CAL,765,4107,4226,9204,679,33,2274
2022-06-19 01:00:00,17,CAL,1001,4967,4378,8667,673,33,2274
2022-06-19 02:00:00,17,CAL,1514,5580,4341,6663,841,33,2274
2022-06-19 03:00:00,17,CAL,3064,6426,4315,1691,1578,33,2274
2022-06-19 04:00:00,17,CAL,3321,7241,4070,7,1963,32,2273
2022-06-19 05:00:00,17,CAL,2938,7110,3997,7,2195,32,2273
2022-06-19 06:00:00,17,CAL,2405,6276,3392,0,1931,32,2273
2022-06-19 07:00:00,17,CAL,2106,5952,2867,0,1645,33,2274
2022-06-19 08:00:00,17,CAL,2366,5185,2765,0,898,33,2273
2022-06-19 09:00:00,17,CAL,2608,4132,2601,0,696,33,2273
2022-06-19 10:00:00,17,CAL,2408,3394,2613,0,597,33,2274
2022-06-19 11:00:00,17,CAL,2142,3273,2730,0,643,32,2274
2022-06-19 12:00:00,17,CAL,2113,3268,2851,0,560,32,2272
2022-06-19 13:00:00,17,CAL,2136,2933,2770,42,700,33,2272
2022-06-19 14:00:00,17,CAL,1545,2853,2980,2776,688,33,2273
2022-06-19 15:00:00,17,CAL,832,4130,2365,6189,511,33,2273
2022-06-19 16:00:00,17,CAL,536,4883,1896,8098,502,33,2272
2022-06-19 17:00:00,18,CAL,502,4866,1802,9117,507,33,2273
2022-06-19 18:00:00,17,CAL,493,4611,1538,9026,515,33,2274
2022-06-19 19:00:00,16,CAL,354,4416,1341,10333,502,33,2275
2022-06-19 20:00:00,17,CAL,277,3969,1476,10359,501,33,2273
2022-06-19 21:00:00,16,CAL,269,4011,1956,9942,504,32,2274
2022-06-19 22:00:00,16,CAL,343,3811,2469,9073,545,32,2276
2022-06-19 23:00:00,17,CAL,465,4061,3000,9220,588,32,2276
2022-06-20 00:00:00,16,CAL,505,4459,3429,9407,621,35,2275
2022-06-20 01:00:00,16,CAL,1429,4424,3906,8555,691,73,2275
2022-06-20 02:00:00,17,CAL,1915,5629,3769,6873,866,81,2275
2022-06-20 03:00:00,17,CAL,3407,6547,3725,1681,2144,81,2275
2022-06-20 04:00:00,16,CAL,3763,6964,3712,1650,2302,81,2274
2022-06-20 05:00:00,15,CAL,3655,7011,3901,0,2268,81,2274
2022-06-20 06:00:00,15,CAL,3290,6214,3821,0,1657,81,2275
2022-06-20 07:00:00,15,CAL,3041,5839,3931,0,808,81,2275
2022-06-20 08:00:00,15,CAL,2418,5678,3775,0,642,81,2276
2022-06-20 09:00:00,15,CAL,2078,5071,3351,0,531,81,2276
2022-06-20 10:00:00,14,CAL,1857,5225,2768,0,529,81,2276
2022-06-20 11:00:00,14,CAL,1800,5040,2308,0,646,81,2277
2022-06-20 12:00:00,15,CAL,1887,5541,1490,0,584,81,2276
2022-06-20 13:00:00,15,CAL,2114,6135,923,27,937,81,2275
2022-06-20 14:00:00,15,CAL,1979,5781,757,3040,936,81,2274
2022-06-20 15:00:00,15,CAL,1498,4312,714,8709,517,81,2274
2022-06-20 16:00:00,15,CAL,1238,5155,828,11208,504,81,2274
2022-06-20 17:00:00,16,CAL,806,5746,1306,12225,506,81,2274
2022-06-20 18:00:00,15,CAL,774,5741,1448,12696,512,81,2274
2022-06-20 19:00:00,15,CAL,622,5668,1193,13219,518,81,2274
2022-06-20 20:00:00,14,CAL,916,5504,1068,13493,521,81,2275
2022-06-20 21:00:00,15,CAL,1165,5307,739,13504,863,81,2275
2022-06-20 22:00:00,14,CAL,1578,6257,647,13733,611,81,2276
2022-06-20 23:00:00,15,CAL,1822,8702,601,13478,669,81,2277
2022-06-21 00:00:00,16,CAL,1929,10749,499,12637,613,81,2278
2022-06-21 01:00:00,15,CAL,2703,11762,433,11136,573,81,2277
2022-06-21 02:00:00,14,CAL,3551,14163,544,7087,1313,81,2276
2022-06-21 03:00:00,14,CAL,3972,16504,917,1711,1762,81,2276
2022-06-21 04:00:00,14,CAL,4071,16105,1398,91,1973,81,2274
2022-06-21 05:00:00,14,CAL,3944,14668,1569,91,1912,81,2273
2022-06-21 06:00:00,14,CAL,3090,12944,1536,0,1177,81,2273
2022-06-21 07:00:00,14,CAL,2659,11297,1296,0,724,81,2274
2022-06-21 08:00:00,15,CAL,1840,9883,1219,0,706,81,2275
2022-06-21 09:00:00,15,CAL,1651,8848,996,0,708,81,2275
2022-06-21 10:00:00,16,CAL,1643,8548,682,0,527,81,2275
2022-06-21 11:00:00,16,CAL,1693,8132,602,0,528,81,2276
2022-06-21 12:00:00,16,CAL,1848,7629,660,0,587,81,2276
2022-06-21 13:00:00,16,CAL,2129,7919,723,24,625,81,2275
2022-06-21 14:00:00,14,CAL,1821,8371,762,2768,627,81,2275
2022-06-21 15:00:00,14,CAL,1040,6497,593,8492,525,81,2275
2022-06-21 16:00:00,15,CAL,985,6952,811,11617,517,81,2274
2022-06-21 17:00:00,17,CAL,837,7127,1266,12772,510,81,2274
2022-06-21 18:00:00,16,CAL,707,7596,1486,13297,507,81,2273
2022-06-21 19:00:00,17,CAL,497,8172,1536,13624,506,81,2273
2022-06-21 20:00:00,17,CAL,640,9064,1335,13626,512,81,2272
2022-06-21 21:00:00,18,CAL,901,10638,1306,13632,503,81,2271
2022-06-21 22:00:00,18,CAL,1473,12195,1393,13219,512,81,2268
2022-06-21 23:00:00,15,CAL,2147,13514,1265,12541,755,81,2269
2022-06-22 00:00:00,11,CAL,2540,14748,1211,11617,810,81,2272
2022-06-22 01:00:00,11,CAL,3180,16221,1160,9928,1158,65,2272
2022-06-22 02:00:00,12,CAL,3788,18545,1038,5795,1688,46,2271
2022-06-22 03:00:00,11,CAL,4390,20289,840,1334,2196,46,2271
2022-06-22 04:00:00,10,CAL,4185,20300,912,1305,1596,46,2269
2022-06-22 05:00:00,10,CAL,3643,18831,1042,0,1938,46,2270
2022-06-22 06:00:00,12,CAL,3104,16813,894,0,1739,46,2271
2022-06-22 07:00:00,10,CAL,2462,15475,728,0,789,46,2267
2022-06-22 08:00:00,10,CAL,1833,14416,628,0,534,46,2267
2022-06-22 09:00:00,12,CAL,1719,13134,617,0,536,46,2267
2022-06-22 10:00:00,10,CAL,1626,12508,702,0,506,46,2264
2022-06-22 11:00:00,10,CAL,1659,11412,670,0,509,51,2264
2022-06-22 12:00:00,10,CAL,1729,10955,521,0,508,68,2264
2022-06-22 13:00:00,11,CAL,1855,11139,442,22,541,79,2262
2022-06-22 14:00:00,11,CAL,2479,11141,508,517,753,84,2262
2022-06-22 15:00:00,11,CAL,2140,12167,461,2672,750,84,2263
2022-06-22 16:00:00,12,CAL,2206,12108,452,4330,674,84,2262
2022-06-22 17:00:00,12,CAL,1850,13174,462,6505,659,85,2261
2022-06-22 18:00:00,12,CAL,1538,13741,483,8763,496,86,2262
2022-06-22 19:00:00,13,CAL,1418,13708,526,10102,498,86,2264
2022-06-22 20:00:00,12,CAL,1443,13210,831,10584,497,86,2265
2022-06-22 21:00:00,9,CAL,1515,13927,841,11326,488,85,2265
2022-06-22 22:00:00,9,CAL,2122,15346,1029,10767,502,85,2263
2022-06-22 23:00:00,4,CAL,2343,16740,1189,9585,746,85,2262
2022-06-23 00:00:00,4,CAL,2875,17249,1398,8675,670,85,2263
2022-06-23 01:00:00,4,CAL,3266,18589,1306,7086,983,85,2263
2022-06-23 02:00:00,3,CAL,3871,19484,1331,3742,1672,85,2266
2022-06-23 03:00:00,4,CAL,4211,20113,990,803,1592,85,2269
2022-06-23 04:00:00,3,CAL,3865,19601,1235,78,1304,85,2268
2022-06-23 05:00:00,3,CAL,3429,18321,1145,74,1329,86,2268
2022-06-23 06:00:00,3,CAL,2673,16932,831,73,991,85,2271
2022-06-23 07:00:00,3,CAL,2287,14939,622,73,772,85,2271
2022-06-23 08:00:00,3,CAL,2077,13590,522,50,896,85,2269
2022-06-23 09:00:00,3,CAL,1755,12728,573,50,630,86,2268
2022-06-23 10:00:00,5,CAL,1735,11470,682,0,631,86,2269
2022-06-23 11:00:00,10,CAL,1693,11738,384,0,484,86,2270
2022-06-23 12:00:00,14,CAL,1807,11258,411,0,484,86,2268
2022-06-23 13:00:00,14,CAL,1880,11081,422,9,475,86,2268
2022-06-23 14:00:00,12,CAL,1641,10896,423,2162,474,86,2269
2022-06-23 15:00:00,10,CAL,1164,10510,456,6944,484,85,2266
2022-06-23 16:00:00,9,CAL,996,11141,419,10439,642,85,2266
2022-06-23 17:00:00,7,CAL,896,10834,457,11994,487,84,2266
2022-06-23 18:00:00,8,CAL,903,10633,470,12855,474,84,2268
2022-06-23 19:00:00,7,CAL,1062,10689,508,13275,484,84,2266
2022-06-23 20:00:00,7,CAL,1093,11744,598,13104,555,84,2263
2022-06-23 21:00:00,6,CAL,881,14506,819,12463,552,83,2265
2022-06-23 22:00:00,4,CAL,1795,15991,971,12415,485,83,2265
2022-06-23 23:00:00,4,CAL,2092,16169,1443,12213,510,83,2266
2022-06-24 00:00:00,4,CAL,2378,16598,1817,11514,926,83,2267
2022-06-24 01:00:00,4,CAL,2957,17006,1891,10164,918,83,2269
2022-06-24 02:00:00,4,CAL,3532,19055,1955,6434,1361,83,2269
2022-06-24 03:00:00,4,CAL,4089,20718,2107,1633,1984,84,2269
2022-06-24 04:00:00,5,CAL,3777,20571,2307,6,1467,84,2269
2022-06-24 05:00:00,5,CAL,3332,18888,2315,6,1659,84,2267
2022-06-24 06:00:00,4,CAL,2783,16491,2152,73,1042,84,2267
2022-06-24 07:00:00,4,CAL,2197,14426,2275,73,693,83,2267
2022-06-24 08:00:00,3,CAL,1897,13189,2545,50,695,84,2266
2022-06-24 09:00:00,3,CAL,1775,11158,2621,0,632,84,2266
2022-06-24 10:00:00,4,CAL,1715,10391,2593,0,484,84,2265
2022-06-24 11:00:00,3,CAL,1728,9199,2499,0,494,84,2266
2022-06-24 12:00:00,3,CAL,1744,9033,1989,0,486,84,2268
2022-06-24 13:00:00,3,CAL,1983,9544,1528,-3,551,84,2268
2022-06-24 14:00:00,3,CAL,1896,9427,1109,2458,593,84,2268
2022-06-24 15:00:00,3,CAL,1557,7878,795,8000,591,84,2267
2022-06-24 16:00:00,3,CAL,1338,7968,586,11154,484,84,2267
2022-06-24 17:00:00,3,CAL,889,8033,438,12537,485,83,2267
2022-06-24 18:00:00,3,CAL,1225,7893,361,13273,488,83,2266
2022-06-24 19:00:00,3,CAL,1339,8255,359,13646,470,83,2265
2022-06-24 20:00:00,3,CAL,1379,9444,461,13593,1018,83,2264
2022-06-24 21:00:00,3,CAL,1443,11535,534,13713,1220,83,2264
2022-06-24 22:00:00,2,CAL,1938,13425,743,13556,991,83,2264
2022-06-24 23:00:00,2,CAL,2342,14575,1094,13150,662,83,2264
2022-06-25 00:00:00,2,CAL,3018,15407,1557,12375,509,85,2265
2022-06-25 01:00:00,3,CAL,3491,16567,1990,10904,642,86,2265
2022-06-25 02:00:00,2,CAL,3573,17996,2391,6759,1633,86,2264
2022-06-25 03:00:00,0,CAL,4341,19195,2409,1597,2129,86,2264
2022-06-25 04:00:00,0,CAL,4148,19544,2482,114,1859,86,2264
2022-06-25 05:00:00,-1,CAL,3530,17994,2519,114,1637,86,2265
2022-06-25 06:00:00,-1,CAL,2862,15999,2619,0,958,86,2265
2022-06-25 07:00:00,-2,CAL,2317,13998,2726,0,535,86,2265
2022-06-25 08:00:00,-2,CAL,2034,12709,3112,0,551,86,2265
2022-06-25 09:00:00,-2,CAL,1883,10659,3319,0,506,86,2264
2022-06-25 10:00:00,-2,CAL,1967,9528,2977,0,500,86,2263
2022-06-25 11:00:00,-2,CAL,1951,9523,2582,0,668,86,2264
2022-06-25 12:00:00,-2,CAL,1851,9476,2302,0,624,86,2264
2022-06-25 13:00:00,-1,CAL,2021,9182,2037,8,681,86,2263
2022-06-25 14:00:00,-2,CAL,1641,8387,1902,2623,687,86,2263
2022-06-25 15:00:00,-2,CAL,1210,6954,1318,8267,497,87,2263
2022-06-25 16:00:00,-1,CAL,802,7260,964,11423,494,87,2262
2022-06-25 17:00:00,-1,CAL,788,7138,590,12790,493,87,2262
2022-06-25 18:00:00,0,CAL,796,6874,356,13471,499,88,2261
2022-06-25 19:00:00,1,CAL,1043,7147,340,13798,507,87,2262
2022-06-25 20:00:00,1,CAL,1329,7616,421,13893,1064,87,2260
2022-06-25 21:00:00,1,CAL,1253,9025,528,13849,1241,87,2260
2022-06-25 22:00:00,1,CAL,1438,10368,950,13604,636,87,2260
2022-06-25 23:00:00,1,CAL,1743,12165,1381,13088,731,87,2261
2022-06-26 00:00:00,1,CAL,2233,13288,1989,12242,767,87,2261
2022-06-26 01:00:00,1,CAL,2430,14530,2410,10584,831,87,2262
2022-06-26 02:00:00,-1,CAL,3006,16455,2605,6772,1457,87,2261
2022-06-26 03:00:00,-1,CAL,3709,17669,2672,1639,2065,87,2262
2022-06-26 04:00:00,-1,CAL,3178,17524,2786,31,1996,87,2263
2022-06-26 05:00:00,-2,CAL,2666,16748,3148,31,1594,87,2263
2022-06-26 06:00:00,0,CAL,2309,15351,3577,0,838,87,2262
2022-06-26 07:00:00,-2,CAL,2105,13832,4084,0,848,87,2263
2022-06-26 08:00:00,-1,CAL,1642,12333,4035,0,509,87,2263
2022-06-26 09:00:00,-1,CAL,1581,11293,3460,0,512,87,2264
2022-06-26 10:00:00,-1,CAL,1540,10008,2962,0,500,87,2263
2022-06-26 11:00:00,-2,CAL,1496,10081,2585,0,659,87,2263
2022-06-26 12:00:00,-1,CAL,1470,9703,2317,0,618,87,2263
2022-06-26 13:00:00,-1,CAL,1563,9011,2021,-8,587,87,2263
2022-06-26 14:00:00,-1,CAL,954,7657,1796,2464,890,87,2264
2022-06-26 15:00:00,0,CAL,782,6000,1314,8042,888,87,2266
2022-06-26 16:00:00,0,CAL,735,5837,929,11121,482,88,2265
2022-06-26 17:00:00,1,CAL,722,5769,685,12338,484,88,2264
2022-06-26 18:00:00,2,CAL,725,5510,526,13083,483,87,2265
2022-06-26 19:00:00,2,CAL,652,5779,430,13272,481,87,2265
2022-06-26 20:00:00,1,CAL,675,6233,487,13475,480,87,2265
2022-06-26 21:00:00,1,CAL,693,7921,604,13537,554,87,2266
2022-06-26 22:00:00,1,CAL,923,10590,781,12896,586,87,2267
2022-06-26 23:00:00,1,CAL,1242,11921,1032,12780,736,87,2266
2022-06-27 00:00:00,0,CAL,1691,13831,1424,11837,818,87,2265
2022-06-27 01:00:00,1,CAL,2170,15348,2205,9911,944,87,2266
2022-06-27 02:00:00,1,CAL,2597,17570,2373,6280,1501,87,2267
2022-06-27 03:00:00,1,CAL,3517,19037,2375,1493,2225,87,2266
2022-06-27 04:00:00,1,CAL,3067,18523,2578,1471,2224,87,2266
2022-06-27 05:00:00,1,CAL,2626,17370,2535,0,1619,87,2268
2022-06-27 06:00:00,1,CAL,2174,15465,2640,0,643,87,2268
2022-06-27 07:00:00,1,CAL,2004,12962,3066,0,649,87,2269
2022-06-27 08:00:00,0,CAL,1922,10316,3140,0,510,87,2269
2022-06-27 09:00:00,0,CAL,1830,9196,2875,0,503,87,2270
2022-06-27 10:00:00,0,CAL,1656,8840,2964,0,502,87,2269
2022-06-27 11:00:00,1,CAL,1647,8105,2819,0,502,87,2268
2022-06-27 12:00:00,0,CAL,1765,8387,2400,0,494,87,2268
2022-06-27 13:00:00,2,CAL,1850,8512,2000,1,622,87,2266
2022-06-27 14:00:00,1,CAL,1687,8952,1728,2381,617,87,2267
2022-06-27 15:00:00,0,CAL,1227,8793,1453,7987,492,87,2269
2022-06-27 16:00:00,0,CAL,1053,9007,1134,11408,481,87,2268
2022-06-27 17:00:00,0,CAL,1058,8978,924,12729,488,87,2267
2022-06-27 18:00:00,0,CAL,799,9971,778,13452,488,87,2267
2022-06-27 19:00:00,-1,CAL,694,10487,622,13821,486,87,2269
2022-06-27 20:00:00,-1,CAL,1019,11321,737,13881,674,85,2268
2022-06-27 21:00:00,-1,CAL,1599,13605,730,13557,776,86,2267
2022-06-27 22:00:00,-1,CAL,2217,15070,790,13199,776,87,2267
2022-06-27 23:00:00,0,CAL,2457,16959,896,12890,786,87,2268
2022-06-28 00:00:00,0,CAL,2682,18210,1237,11873,834,87,2266
2022-06-28 01:00:00,0,CAL,3021,19650,1868,10285,823,87,2265
2022-06-28 02:00:00,0,CAL,3847,20706,2373,6263,1596,87,2266
2022-06-28 03:00:00,0,CAL,4093,21697,2623,1460,1957,88,2267
2022-06-28 04:00:00,0,CAL,4006,20789,3014,49,1814,87,2267
2022-06-28 05:00:00,1,CAL,3070,19686,3287,28,1436,87,2268
2022-06-28 06:00:00,2,CAL,2521,17576,3462,30,829,87,2268
2022-06-28 07:00:00,2,CAL,2321,14610,3443,31,554,87,2267
2022-06-28 08:00:00,241,CAL,2218,14202,3569,30,787,87,2267
2022-06-28 09:00:00,190,CAL,2231,12068,3786,31,706,87,2266
2022-06-28 10:00:00,189,CAL,2120,10908,3744,31,670,87,2265
2022-06-28 11:00:00,190,CAL,2030,10852,3507,30,663,87,2266
2022-06-28 12:00:00,191,CAL,2082,10107,3207,30,735,87,2267
2022-06-28 13:00:00,191,CAL,2171,10552,2973,66,1487,87,2266
2022-06-28 14:00:00,190,CAL,2082,11114,2359,2600,1008,87,2264
2022-06-28 15:00:00,188,CAL,1259,10646,1916,8556,937,86,2265
2022-06-28 16:00:00,186,CAL,933,11349,1526,12196,630,87,2265
2022-06-28 17:00:00,186,CAL,814,11493,1259,13661,653,88,2265
2022-06-28 18:00:00,186,CAL,907,11480,1018,14381,645,88,2264
2022-06-28 19:00:00,186,CAL,959,11524,999,14793,656,88,2263
2022-06-28 20:00:00,185,CAL,792,13615,1302,14613,764,88,2263
2022-06-28 21:00:00,186,CAL,1742,14000,1406,14285,1106,88,2263
2022-06-28 22:00:00,185,CAL,2323,15481,1804,13872,1254,88,2262
2022-06-28 23:00:00,184,CAL,2723,16913,2306,13437,1260,88,2262
2022-06-29 00:00:00,187,CAL,3148,18129,2819,12630,1010,88,2264
2022-06-29 01:00:00,259,CAL,3783,18830,3248,10884,1144,88,2266
2022-06-29 02:00:00,393,CAL,4573,20459,3476,6715,1428,87,2265
2022-06-29 03:00:00,519,CAL,4894,21677,3759,1627,2015,87,2265
2022-06-29 04:00:00,520,CAL,4484,21129,4128,1528,1692,88,2264
2022-06-29 05:00:00,396,CAL,4013,18026,4264,28,1615,87,2264
2022-06-29 06:00:00,288,CAL,2849,17660,4168,30,1019,87,2265
2022-06-29 07:00:00,191,CAL,2229,15562,4172,31,1012,87,2266
2022-06-29 08:00:00,186,CAL,2294,13511,4157,30,1451,88,2266
2022-06-29 09:00:00,185,CAL,2103,12245,4015,31,1194,88,2266
2022-06-29 10:00:00,185,CAL,2140,10816,3961,31,921,88,2265
2022-06-29 11:00:00,186,CAL,1974,10031,3859,30,929,87,2266
2022-06-29 12:00:00,186,CAL,1973,9682,3713,30,782,87,2266
2022-06-29 13:00:00,184,CAL,2440,9427,3648,7,1131,87,2264
2022-06-29 14:00:00,185,CAL,2083,9608,3188,2482,1027,88,2265
2022-06-29 15:00:00,187,CAL,1564,8321,2583,8529,1003,88,2263
2022-06-29 16:00:00,187,CAL,1217,8364,2251,12327,624,88,2260
2022-06-29 17:00:00,186,CAL,1129,7891,1910,13812,599,88,2260
2022-06-29 18:00:00,186,CAL,1362,8230,1799,14468,647,88,2261
2022-06-29 19:00:00,186,CAL,1444,8131,2027,14764,683,87,2262
2022-06-29 20:00:00,185,CAL,1573,9566,2353,14685,758,88,2263
2022-06-29 21:00:00,184,CAL,1712,10395,2645,14672,1112,88,2264
2022-06-29 22:00:00,200,CAL,2180,12339,3102,14327,1259,88,2264
2022-06-29 23:00:00,280,CAL,2299,13757,3384,13819,1272,88,2261
2022-06-30 00:00:00,406,CAL,2561,14372,3663,12754,1012,88,2261
2022-06-30 01:00:00,520,CAL,3064,15286,3842,11180,928,88,2263
2022-06-30 02:00:00,473,CAL,3930,17259,3827,7014,1537,87,2262
2022-06-30 03:00:00,444,CAL,4733,19309,3721,1596,2621,88,2263
2022-06-30 04:00:00,324,CAL,4208,19171,3479,1499,2528,88,2262
2022-06-30 05:00:00,204,CAL,3840,15732,3455,0,2266,87,2263
2022-06-30 06:00:00,189,CAL,3171,15711,3657,0,1262,87,2264
2022-06-30 07:00:00,187,CAL,3008,13486,4215,0,737,87,2265
2022-06-30 08:00:00,185,CAL,2803,10867,4101,0,1067,87,2266
2022-06-30 09:00:00,185,CAL,2713,9873,3751,0,792,87,2266
2022-06-30 10:00:00,182,CAL,2494,8673,3583,0,738,87,2266
2022-06-30 11:00:00,194,CAL,2515,8212,3870,0,722,86,2267
2022-06-30 12:00:00,196,CAL,2534,8091,4002,0,774,87,2267
2022-06-30 13:00:00,200,CAL,2948,8236,3954,-6,720,86,2265
2022-06-30 14:00:00,203,CAL,2753,8248,3521,2509,703,86,2265
2022-06-30 15:00:00,200,CAL,1999,6933,3041,8904,623,86,2264
2022-06-30 16:00:00,201,CAL,1364,7512,2737,12477,610,86,2265
2022-06-30 17:00:00,201,CAL,1139,8384,2651,13971,607,87,2266
2022-06-30 18:00:00,201,CAL,1392,7560,2567,14686,622,86,2266
2022-06-30 19:00:00,202,CAL,1389,7772,2337,15008,642,86,2267
2022-06-30 20:00:00,202,CAL,1550,8298,2439,15117,681,85,2268
2022-06-30 21:00:00,201,CAL,1880,8395,2805,14928,875,87,2268
2022-06-30 22:00:00,216,CAL,2450,9242,3080,14566,995,87,2269
2022-06-30 23:00:00,231,CAL,2489,10781,3351,14266,847,87,2268
