datetime,Coal,region
2018-08-28 19:00:00,1414,MIDA
2018-08-28 20:00:00,1507,MIDA
2018-08-28 21:00:00,1562,MIDA
2018-08-28 22:00:00,1732,MIDA
2018-08-28 23:00:00,1737,MIDA
2018-08-29 00:00:00,1754,MIDA
2018-08-29 01:00:00,1744,MIDA
2018-08-29 02:00:00,1749,MIDA
2018-08-29 03:00:00,1735,MIDA
2018-08-29 04:00:00,1445,MIDA
2018-08-29 05:00:00,1225,MIDA
2018-08-29 06:00:00,1234,MIDA
2018-08-29 07:00:00,1217,MIDA
2018-08-29 08:00:00,1219,MIDA
2018-08-29 09:00:00,1213,MIDA
2018-08-29 10:00:00,1221,MIDA
2018-08-29 11:00:00,1415,MIDA
2018-08-29 12:00:00,1690,MIDA
2018-08-29 13:00:00,1717,MIDA
2018-08-29 14:00:00,1724,MIDA
2018-08-29 15:00:00,1731,MIDA
2018-08-29 16:00:00,1735,MIDA
2018-08-29 17:00:00,1734,MIDA
2018-08-29 18:00:00,1742,MIDA
2018-08-29 19:00:00,1737,MIDA
2018-08-29 20:00:00,1741,MIDA
2018-08-29 21:00:00,1734,MIDA
2018-08-29 22:00:00,1733,MIDA
2018-08-29 23:00:00,1731,MIDA
2018-08-30 00:00:00,1741,MIDA
2018-08-30 01:00:00,1741,MIDA
2018-08-30 02:00:00,1747,MIDA
2018-08-30 03:00:00,1731,MIDA
2018-08-30 04:00:00,1740,MIDA
2018-08-30 05:00:00,1691,MIDA
2018-08-30 06:00:00,1734,MIDA
2018-08-30 07:00:00,1738,MIDA
2018-08-30 08:00:00,1737,MIDA
2018-08-30 09:00:00,1717,MIDA
2018-08-30 10:00:00,1739,MIDA
2018-08-30 11:00:00,1743,MIDA
2018-08-30 12:00:00,1733,MIDA
2018-08-30 13:00:00,1731,MIDA
2018-08-30 14:00:00,1765,MIDA
2018-08-30 15:00:00,1828,MIDA
2018-08-30 16:00:00,1883,MIDA
2018-08-30 17:00:00,1900,MIDA
2018-08-30 18:00:00,1922,MIDA
2018-08-30 19:00:00,1924,MIDA
2018-08-30 20:00:00,1921,MIDA
2018-08-30 21:00:00,1931,MIDA
2018-08-30 22:00:00,1940,MIDA
2018-08-30 23:00:00,1924,MIDA
2018-08-31 00:00:00,1933,MIDA
2018-08-31 01:00:00,1674,MIDA
2018-08-31 02:00:00,1419,MIDA
2018-08-31 03:00:00,1406,MIDA
2018-08-31 04:00:00,1394,MIDA
2018-08-31 05:00:00,1413,MIDA
2018-08-31 06:00:00,1393,MIDA
2018-08-31 07:00:00,1385,MIDA
2018-08-31 08:00:00,1116,MIDA
2018-08-31 09:00:00,1009,MIDA
2018-08-31 10:00:00,1258,MIDA
2018-08-31 11:00:00,1579,MIDA
2018-08-31 12:00:00,1879,MIDA
2018-08-31 13:00:00,1917,MIDA
2018-08-31 14:00:00,1922,MIDA
2018-08-31 15:00:00,1918,MIDA
2018-08-31 16:00:00,1925,MIDA
2018-08-31 17:00:00,1928,MIDA
2018-08-31 18:00:00,1924,MIDA
2018-08-31 19:00:00,1930,MIDA
2018-08-31 20:00:00,1928,MIDA
2018-08-31 21:00:00,1923,MIDA
2018-08-31 22:00:00,1940,MIDA
2018-08-31 23:00:00,1923,MIDA
