datetime,Coal,region,Other,Wind,Hydro,Solar,Petroleum,Nuclear,Natural gas
2022-04-16 21:00:00,1568,SW,29,971,442,1979,0,2655,3474
2022-04-16 22:00:00,1611,SW,34,1262,495,2005,0,2651,3573
2022-04-16 23:00:00,1655,SW,36,1492,516,2032,0,2650,3821
2022-04-17 00:00:00,1670,SW,33,1749,637,1977,0,2649,4312
2022-04-17 01:00:00,1660,SW,60,1894,807,1410,0,2647,4722
2022-04-17 02:00:00,1641,SW,68,1962,972,355,0,2647,5861
2022-04-17 03:00:00,1643,SW,60,1961,1120,214,0,2653,6605
2022-04-17 04:00:00,1640,SW,59,1728,1085,202,0,2651,6626
2022-04-17 05:00:00,1653,SW,44,1727,1058,144,0,2655,6497
2022-04-17 06:00:00,1660,SW,52,1802,920,52,0,2656,6330
2022-04-17 07:00:00,1674,SW,63,1890,797,48,0,2658,5844
2022-04-17 08:00:00,1628,SW,58,1783,736,44,0,2659,5027
2022-04-17 09:00:00,1601,SW,35,1742,690,38,0,2662,4617
2022-04-17 10:00:00,1616,SW,36,1709,682,29,0,2663,4323
2022-04-17 11:00:00,1699,SW,36,1662,681,8,0,2667,4080
2022-04-17 12:00:00,1638,SW,39,1682,685,0,0,2667,3924
2022-04-17 13:00:00,1629,SW,37,1698,711,3,0,2668,4276
2022-04-17 14:00:00,1655,SW,40,1647,739,375,0,2671,4296
2022-04-17 15:00:00,1618,SW,36,1535,553,1295,0,2667,3411
2022-04-17 16:00:00,1566,SW,35,1606,491,1813,0,2672,3118
2022-04-17 17:00:00,1522,SW,7,1552,461,1969,0,2663,2743
2022-04-17 18:00:00,1516,SW,2,1495,436,1988,0,2663,2714
2022-04-17 19:00:00,1547,SW,15,1479,438,1956,0,2660,2779
2022-04-17 20:00:00,1576,SW,22,1448,466,2007,0,2661,3052
2022-04-17 21:00:00,1609,SW,28,1435,463,1930,0,2661,3516
2022-04-17 22:00:00,1669,SW,34,1400,474,1874,0,2659,3814
2022-04-17 23:00:00,1683,SW,34,1431,512,1892,0,2658,4305
2022-04-18 00:00:00,1690,SW,34,1475,651,1862,0,2659,4921
2022-04-18 01:00:00,1723,SW,68,1416,828,1308,0,2656,5555
2022-04-18 02:00:00,1760,SW,96,1104,1246,345,0,2657,6842
2022-04-18 03:00:00,1775,SW,85,826,1290,149,0,2655,7603
2022-04-18 04:00:00,1782,SW,53,679,1337,146,0,2657,7772
2022-04-18 05:00:00,1786,SW,33,662,1183,128,0,2661,7454
2022-04-18 06:00:00,1789,SW,36,394,992,34,0,2661,6910
2022-04-18 07:00:00,1780,SW,37,289,776,21,0,2661,6186
2022-04-18 08:00:00,1781,SW,36,253,825,-2,0,2667,5903
2022-04-18 09:00:00,1782,SW,36,169,751,-2,0,2665,5566
2022-04-18 10:00:00,1772,SW,38,174,708,-2,0,2667,5572
2022-04-18 11:00:00,1760,SW,36,442,736,-2,0,2671,5486
2022-04-18 12:00:00,1776,SW,38,828,801,0,0,2669,5625
2022-04-18 13:00:00,1708,SW,40,1322,950,4,0,2671,5887
2022-04-18 14:00:00,1663,SW,38,1464,812,360,0,2673,5398
2022-04-18 15:00:00,1627,SW,39,1516,700,1258,0,2669,4325
2022-04-18 16:00:00,1588,SW,35,1404,459,1825,0,2668,3825
2022-04-18 17:00:00,1605,SW,8,1269,455,1916,0,2672,3646
2022-04-18 18:00:00,1565,SW,2,1186,472,1958,0,2664,3523
2022-04-18 19:00:00,1576,SW,22,1206,475,1991,0,2660,3779
2022-04-18 20:00:00,1684,SW,24,1178,505,1963,0,2655,4100
2022-04-18 21:00:00,1744,SW,29,1303,534,1930,0,2660,4466
2022-04-18 22:00:00,1666,SW,34,1373,582,1785,0,2657,4891
2022-04-18 23:00:00,1639,SW,39,1535,606,1583,0,2656,5591
2022-04-19 00:00:00,1675,SW,36,1660,797,1390,0,2655,6286
2022-04-19 01:00:00,1671,SW,57,1753,1176,997,0,2652,6830
2022-04-19 02:00:00,1679,SW,60,1803,1350,295,0,2651,7566
2022-04-19 03:00:00,1679,SW,85,1752,1305,152,0,2647,7804
2022-04-19 04:00:00,1682,SW,77,1778,1214,174,0,2652,7952
2022-04-19 05:00:00,1677,SW,38,1766,1115,162,0,2655,7464
2022-04-19 06:00:00,1663,SW,35,1759,1216,54,0,2661,6774
2022-04-19 07:00:00,1606,SW,37,1717,1087,55,0,2661,5886
2022-04-19 08:00:00,1653,SW,38,1611,1066,77,0,2661,5362
2022-04-19 09:00:00,1647,SW,36,1514,992,83,0,2665,5089
2022-04-19 10:00:00,1651,SW,37,1227,990,84,0,2667,4832
2022-04-19 11:00:00,1596,SW,37,967,988,79,0,2667,4930
2022-04-19 12:00:00,1590,SW,36,952,1033,75,0,2665,4967
2022-04-19 13:00:00,1589,SW,38,789,1089,73,0,2671,5385
2022-04-19 14:00:00,1554,SW,39,595,997,200,0,2667,5474
2022-04-19 15:00:00,1515,SW,36,597,912,449,0,2668,5076
2022-04-19 16:00:00,1492,SW,36,789,528,882,0,2667,4205
2022-04-19 17:00:00,1474,SW,13,1249,489,1242,0,2661,3631
2022-04-19 18:00:00,1484,SW,8,1566,499,1379,0,2659,3692
2022-04-19 19:00:00,1434,SW,26,1635,497,1478,0,2651,3941
2022-04-19 20:00:00,1445,SW,23,1838,502,1476,0,2650,4219
2022-04-19 21:00:00,1454,SW,29,1829,504,1644,0,2645,4410
2022-04-19 22:00:00,1470,SW,34,1804,569,1551,0,2645,4905
2022-04-19 23:00:00,1454,SW,33,1899,758,1420,0,2647,5052
2022-04-20 00:00:00,1450,SW,24,1910,923,1198,0,2645,5526
2022-04-20 01:00:00,1446,SW,56,1689,1155,1098,0,2647,6189
2022-04-20 02:00:00,1487,SW,58,1737,1328,412,0,2647,7658
2022-04-20 03:00:00,1461,SW,80,1692,1185,167,0,2645,8557
2022-04-20 04:00:00,1560,SW,75,1678,1170,129,0,2651,8735
2022-04-20 05:00:00,1576,SW,33,1737,1217,91,0,2650,8226
2022-04-20 06:00:00,1577,SW,35,1741,1181,87,0,2652,7631
2022-04-20 07:00:00,1582,SW,36,1767,1069,74,0,2657,6748
2022-04-20 08:00:00,1579,SW,36,1744,799,75,0,2660,6341
2022-04-20 09:00:00,1580,SW,36,1771,761,72,0,2659,5833
2022-04-20 10:00:00,1578,SW,35,1800,755,55,0,2656,5565
2022-04-20 11:00:00,1576,SW,38,1942,766,41,0,2663,5611
2022-04-20 12:00:00,1578,SW,37,1928,768,29,0,2666,5659
2022-04-20 13:00:00,1579,SW,36,1910,1092,25,0,2665,5807
2022-04-20 14:00:00,1568,SW,37,1837,994,408,0,2668,5501
2022-04-20 15:00:00,1458,SW,37,1668,657,1290,0,2668,4133
2022-04-20 16:00:00,1371,SW,33,1640,335,1812,0,2666,3633
2022-04-20 17:00:00,1310,SW,11,1702,272,2004,0,2664,3225
2022-04-20 18:00:00,1235,SW,10,1752,282,2096,0,2662,3369
2022-04-20 19:00:00,1254,SW,27,1836,368,2021,0,2658,3492
2022-04-20 20:00:00,1374,SW,23,1848,380,2015,0,2661,3566
2022-04-20 21:00:00,1421,SW,28,1832,564,2001,0,2660,3899
2022-04-20 22:00:00,1471,SW,32,1787,589,2059,0,2656,4457
2022-04-20 23:00:00,1484,SW,17,1784,535,2023,0,2656,4961
2022-04-21 00:00:00,1486,SW,33,1576,808,1931,0,2653,5224
2022-04-21 01:00:00,1560,SW,57,1518,1196,1390,0,2648,6124
2022-04-21 02:00:00,1591,SW,61,1306,1354,451,0,2650,7959
2022-04-21 03:00:00,1573,SW,51,1383,1371,188,0,2648,8593
2022-04-21 04:00:00,1574,SW,45,1373,1235,181,0,2648,8461
2022-04-21 05:00:00,1574,SW,31,1374,1218,152,0,2654,8271
2022-04-21 06:00:00,1575,SW,65,1530,1233,79,0,2656,7679
2022-04-21 07:00:00,1572,SW,66,1532,1097,75,0,2658,6945
2022-04-21 08:00:00,1587,SW,41,1624,1001,61,0,2659,6497
2022-04-21 09:00:00,1613,SW,36,1616,739,65,0,2658,5835
2022-04-21 10:00:00,1628,SW,37,1552,729,65,0,2657,5504
2022-04-21 11:00:00,1613,SW,38,1450,722,60,0,2662,5576
2022-04-21 12:00:00,1607,SW,38,1360,825,66,0,2665,5630
2022-04-21 13:00:00,1602,SW,37,1263,1078,76,0,2663,5932
2022-04-21 14:00:00,1589,SW,40,1129,936,467,0,2670,5569
2022-04-21 15:00:00,1558,SW,35,886,732,1432,0,2664,4370
2022-04-21 16:00:00,1518,SW,38,974,557,1982,0,2666,3321
2022-04-21 17:00:00,1402,SW,11,924,497,2065,0,2660,3196
2022-04-21 18:00:00,1360,SW,12,858,496,2091,0,2662,3067
2022-04-21 19:00:00,1333,SW,24,992,530,2031,0,2660,3627
2022-04-21 20:00:00,1353,SW,25,1296,511,1988,0,2658,4019
2022-04-21 21:00:00,1386,SW,28,1443,534,1999,0,2658,4229
2022-04-21 22:00:00,1431,SW,33,1520,545,2023,0,2654,4548
2022-04-21 23:00:00,1491,SW,36,1521,602,2035,0,2654,4870
2022-04-22 00:00:00,1535,SW,34,1516,1179,1938,0,2655,5246
2022-04-22 01:00:00,1572,SW,58,1505,1276,1459,0,2652,6358
2022-04-22 02:00:00,1587,SW,74,1501,1345,497,0,2648,7890
2022-04-22 03:00:00,1573,SW,68,1654,1331,218,0,2652,8642
2022-04-22 04:00:00,1592,SW,59,1755,1237,191,0,2654,8744
2022-04-22 05:00:00,1588,SW,37,1831,1164,185,0,2653,8052
2022-04-22 06:00:00,1571,SW,36,1869,1200,102,0,2655,7418
2022-04-22 07:00:00,1584,SW,37,1823,1068,119,0,2651,6560
2022-04-22 08:00:00,1588,SW,35,1768,951,96,0,2653,6314
2022-04-22 09:00:00,1584,SW,37,1472,926,87,0,2654,6233
2022-04-22 10:00:00,1587,SW,41,1482,834,88,0,2656,5858
2022-04-22 11:00:00,1590,SW,35,1487,861,86,0,2651,5610
2022-04-22 12:00:00,1580,SW,37,1395,927,72,0,2653,5642
2022-04-22 13:00:00,1592,SW,38,1613,986,88,0,2660,5915
2022-04-22 14:00:00,1561,SW,35,1637,1023,482,0,2661,5810
2022-04-22 15:00:00,1500,SW,37,1605,787,1367,0,2660,4757
2022-04-22 16:00:00,1452,SW,35,1817,469,1884,0,2657,3391
2022-04-22 17:00:00,1397,SW,9,1859,465,2035,0,2660,3175
2022-04-22 18:00:00,1448,SW,11,1829,405,2055,0,2658,3108
2022-04-22 19:00:00,1456,SW,24,1845,427,1887,0,2656,3294
2022-04-22 20:00:00,1363,SW,26,1823,452,1688,0,2656,3422
2022-04-22 21:00:00,1350,SW,28,1642,543,1682,0,2656,3602
2022-04-22 22:00:00,1329,SW,34,1596,507,1537,0,2652,3600
2022-04-22 23:00:00,1408,SW,33,1438,536,1418,0,2656,3876
2022-04-23 00:00:00,1532,SW,36,1423,704,1311,0,2654,4017
2022-04-23 01:00:00,1575,SW,55,1415,1009,911,0,2655,4725
2022-04-23 02:00:00,1576,SW,77,1547,1194,303,0,2656,5831
2022-04-23 03:00:00,1576,SW,70,1841,1260,131,0,2659,6641
2022-04-23 04:00:00,1567,SW,61,2118,1337,117,0,2659,6654
2022-04-23 05:00:00,1568,SW,28,2131,1261,83,0,2663,6577
2022-04-23 06:00:00,1579,SW,36,2099,1338,0,0,2664,6127
2022-04-23 07:00:00,1577,SW,37,1898,1077,0,0,2665,5698
2022-04-23 08:00:00,1592,SW,37,1837,847,3,0,2669,5440
2022-04-23 09:00:00,1592,SW,38,1848,829,5,0,2669,4910
2022-04-23 10:00:00,1594,SW,41,1817,851,3,0,2665,4357
2022-04-23 11:00:00,1599,SW,52,1716,849,1,0,2666,4332
2022-04-23 12:00:00,1583,SW,36,1719,798,-1,0,2668,4513
2022-04-23 13:00:00,1545,SW,40,1707,707,10,0,2671,4751
2022-04-23 14:00:00,1519,SW,39,1629,743,376,0,2672,4305
2022-04-23 15:00:00,1491,SW,37,1600,553,1299,0,2671,3493
2022-04-23 16:00:00,1410,SW,36,1619,409,1716,0,2671,2921
2022-04-23 17:00:00,1355,SW,12,1651,377,1941,0,2668,2648
2022-04-23 18:00:00,1310,SW,11,1627,382,1891,0,2665,2624
2022-04-23 19:00:00,1271,SW,26,1734,395,1897,0,2662,2594
2022-04-23 20:00:00,1276,SW,25,1816,407,1897,0,2661,2656
2022-04-23 21:00:00,1263,SW,33,1835,410,1900,0,2662,2853
2022-04-23 22:00:00,1330,SW,35,1818,422,1884,0,2661,3052
2022-04-23 23:00:00,1419,SW,36,1812,471,1842,0,2660,3230
2022-04-24 00:00:00,1523,SW,36,1822,657,1792,0,2659,3578
2022-04-24 01:00:00,1575,SW,36,1813,777,1384,0,2660,4545
2022-04-24 02:00:00,1610,SW,52,1489,1110,450,0,2657,6355
2022-04-24 03:00:00,1638,SW,38,1128,1270,188,0,2657,7437
2022-04-24 04:00:00,1617,SW,39,1136,1204,183,0,2657,7467
2022-04-24 05:00:00,1614,SW,37,943,1110,166,0,2661,7146
2022-04-24 06:00:00,1619,SW,37,790,1034,96,0,2660,6757
2022-04-24 07:00:00,1623,SW,38,682,850,46,0,2662,6540
2022-04-24 08:00:00,1640,SW,59,644,1007,19,0,2663,5552
2022-04-24 09:00:00,1625,SW,38,750,898,19,0,2658,4985
2022-04-24 10:00:00,1600,SW,39,737,860,18,0,2661,4615
2022-04-24 11:00:00,1587,SW,40,685,887,14,0,2662,4608
2022-04-24 12:00:00,1543,SW,62,630,894,21,0,2665,4625
2022-04-24 13:00:00,1565,SW,39,595,739,25,0,2664,4718
2022-04-24 14:00:00,1556,SW,40,547,683,470,0,2665,4271
2022-04-24 15:00:00,1421,SW,38,526,579,1399,0,2667,3265
2022-04-24 16:00:00,1387,SW,38,597,442,1748,0,2665,2598
2022-04-24 17:00:00,1331,SW,37,451,505,1885,0,2665,2352
2022-04-24 18:00:00,1332,SW,37,306,483,1864,0,2666,2322
2022-04-24 19:00:00,1344,SW,37,180,343,1874,0,2663,2379
2022-04-24 20:00:00,1422,SW,36,147,357,1816,0,2661,2579
2022-04-24 21:00:00,1447,SW,38,189,439,1948,0,2661,2886
2022-04-24 22:00:00,1469,SW,36,246,514,1985,0,2661,3107
2022-04-24 23:00:00,1475,SW,37,393,615,1941,0,2664,3449
2022-04-25 00:00:00,1519,SW,45,555,730,1812,0,2659,3989
2022-04-25 01:00:00,1566,SW,80,621,963,1296,0,2659,5152
2022-04-25 02:00:00,1591,SW,75,586,1349,369,0,2655,6712
2022-04-25 03:00:00,1581,SW,52,886,1351,126,0,2659,7054
2022-04-25 04:00:00,1578,SW,45,1026,1362,115,0,2656,7284
2022-04-25 05:00:00,1586,SW,31,1240,1371,98,0,2657,7207
2022-04-25 06:00:00,1561,SW,35,1275,1364,37,0,2656,6812
2022-04-25 07:00:00,1580,SW,36,903,1034,15,0,2661,6110
2022-04-25 08:00:00,1585,SW,35,1147,980,1,0,2666,5406
2022-04-25 09:00:00,1582,SW,36,1376,744,1,0,2662,4936
2022-04-25 10:00:00,1593,SW,36,1346,705,19,0,2666,4803
2022-04-25 11:00:00,1627,SW,37,1331,665,20,0,2667,4875
2022-04-25 12:00:00,1527,SW,63,1406,759,15,0,2670,5101
2022-04-25 13:00:00,1451,SW,36,1540,935,18,0,2670,5660
2022-04-25 14:00:00,1346,SW,38,1350,936,401,0,2668,5453
2022-04-25 15:00:00,1478,SW,35,1123,787,1318,0,2669,4602
2022-04-25 16:00:00,1567,SW,37,1001,529,1899,0,2668,3339
2022-04-25 17:00:00,1441,SW,12,867,532,1997,0,2661,3073
2022-04-25 18:00:00,1324,SW,12,725,530,1956,0,2659,3116
2022-04-25 19:00:00,1296,SW,25,537,524,1964,0,2653,3521
2022-04-25 20:00:00,1272,SW,25,371,398,1967,0,2657,4218
2022-04-25 21:00:00,1384,SW,30,303,445,2014,0,2653,4735
2022-04-25 22:00:00,1468,SW,36,324,573,2007,0,2658,5199
2022-04-25 23:00:00,1482,SW,34,376,642,1994,0,2659,5660
2022-04-26 00:00:00,1469,SW,36,570,784,1838,0,2657,6507
2022-04-26 01:00:00,1450,SW,59,811,1107,1249,0,2657,7480
2022-04-26 02:00:00,1428,SW,60,910,1123,379,0,2656,8457
2022-04-26 03:00:00,1463,SW,52,980,1025,176,0,2661,8699
2022-04-26 04:00:00,1474,SW,45,1046,1061,137,0,2658,8575
2022-04-26 05:00:00,1466,SW,30,1056,1089,49,0,2661,8224
2022-04-26 06:00:00,1505,SW,32,1061,1167,47,0,2659,7600
2022-04-26 07:00:00,1565,SW,39,1028,1088,35,0,2658,6949
2022-04-26 08:00:00,1577,SW,44,977,1082,11,0,2661,6523
2022-04-26 09:00:00,1582,SW,47,982,1032,6,0,2664,6167
2022-04-26 10:00:00,1569,SW,65,989,808,20,0,2665,5887
2022-04-26 11:00:00,1528,SW,60,959,777,27,0,2662,5815
2022-04-26 12:00:00,1552,SW,37,875,789,33,0,2665,6042
2022-04-26 13:00:00,1568,SW,38,887,1069,32,0,2667,6036
2022-04-26 14:00:00,1561,SW,30,899,1023,417,0,2671,5371
2022-04-26 15:00:00,1547,SW,31,961,877,1222,0,2675,5096
2022-04-26 16:00:00,1524,SW,27,919,508,1723,0,2675,4754
2022-04-26 17:00:00,1488,SW,10,891,536,1859,0,2673,3993
2022-04-26 18:00:00,1436,SW,5,981,541,1879,0,2665,3915
2022-04-26 19:00:00,1370,SW,23,988,597,1929,0,2660,4156
2022-04-26 20:00:00,1466,SW,22,994,634,1891,0,2663,4525
2022-04-26 21:00:00,1512,SW,26,1011,652,1847,0,2663,5097
2022-04-26 22:00:00,1623,SW,33,999,653,1802,0,2666,5953
2022-04-26 23:00:00,1728,SW,30,1025,687,1597,0,2665,6511
2022-04-27 00:00:00,1852,SW,33,1012,815,1140,0,2657,6743
2022-04-27 01:00:00,1835,SW,56,999,1053,722,0,2659,7162
2022-04-27 02:00:00,1799,SW,57,990,1208,219,0,2662,7887
2022-04-27 03:00:00,1764,SW,47,1025,1214,103,0,2661,8281
2022-04-27 04:00:00,1767,SW,44,1029,1193,83,0,2661,8267
2022-04-27 05:00:00,1759,SW,27,1055,1180,25,0,2661,7947
2022-04-27 06:00:00,1776,SW,34,1024,1116,24,0,2660,7683
2022-04-27 07:00:00,1781,SW,34,949,1035,28,0,2663,6938
2022-04-27 08:00:00,1769,SW,44,914,1076,27,0,2663,6077
2022-04-27 09:00:00,1775,SW,67,825,1073,26,0,2663,5717
2022-04-27 10:00:00,1706,SW,64,736,954,21,0,2664,5405
2022-04-27 11:00:00,1684,SW,37,646,909,16,0,2667,5457
2022-04-27 12:00:00,1665,SW,35,609,910,45,0,2669,6043
2022-04-27 13:00:00,1672,SW,39,564,1079,57,0,2673,6691
2022-04-27 14:00:00,1672,SW,36,419,1189,372,0,2674,6449
2022-04-27 15:00:00,1646,SW,37,363,801,1236,0,2675,5030
2022-04-27 16:00:00,1576,SW,33,475,551,1868,0,2669,4071
2022-04-27 17:00:00,1575,SW,10,729,620,2048,0,2673,3779
2022-04-27 18:00:00,1575,SW,11,831,594,1953,0,2668,3797
2022-04-27 19:00:00,1585,SW,28,975,398,1975,0,2665,3964
2022-04-27 20:00:00,1591,SW,27,1056,405,1963,0,2665,4250
2022-04-27 21:00:00,1581,SW,32,1118,404,1934,0,2665,4587
2022-04-27 22:00:00,1596,SW,33,1217,326,1937,0,2664,4839
2022-04-27 23:00:00,1684,SW,38,1297,303,1921,0,2659,5357
2022-04-28 00:00:00,1690,SW,35,1463,428,1834,0,2655,5701
2022-04-28 01:00:00,1747,SW,62,1498,469,1350,0,2657,6478
2022-04-28 02:00:00,1773,SW,60,1515,540,488,0,2656,7746
2022-04-28 03:00:00,1776,SW,54,1490,565,176,0,2659,8508
2022-04-28 04:00:00,1749,SW,48,1461,553,163,0,2663,8248
2022-04-28 05:00:00,1744,SW,29,1403,507,137,0,2663,8124
2022-04-28 06:00:00,1735,SW,61,1135,518,52,0,2664,7633
2022-04-28 07:00:00,1713,SW,69,1090,599,47,0,2663,6971
2022-04-28 08:00:00,1716,SW,51,1115,590,31,0,2661,6651
2022-04-28 09:00:00,1732,SW,40,1097,895,30,0,2665,6360
2022-04-28 10:00:00,1755,SW,38,971,921,26,0,2668,6129
2022-04-28 11:00:00,1766,SW,41,787,959,26,0,2671,5992
2022-04-28 12:00:00,1830,SW,40,638,922,18,0,2671,6305
2022-04-28 13:00:00,1894,SW,40,437,979,38,0,2673,6494
2022-04-28 14:00:00,1911,SW,40,351,1005,481,0,2673,5873
2022-04-28 15:00:00,1928,SW,39,218,765,1268,0,2674,4928
2022-04-28 16:00:00,1900,SW,38,349,497,1816,0,2669,4249
2022-04-28 17:00:00,1968,SW,14,736,362,1918,0,2669,3743
2022-04-28 18:00:00,2131,SW,16,918,343,1943,0,2665,3741
2022-04-28 19:00:00,2235,SW,26,1095,332,1958,0,2663,4027
2022-04-28 20:00:00,2122,SW,29,1248,364,2015,0,2666,4069
2022-04-28 21:00:00,2077,SW,31,1324,431,2020,0,2661,4516
2022-04-28 22:00:00,2258,SW,35,1352,578,2100,0,2663,4709
2022-04-28 23:00:00,2500,SW,37,1472,553,2065,0,2659,4828
2022-04-29 00:00:00,2496,SW,38,1485,913,1901,0,2657,4829
2022-04-29 01:00:00,2470,SW,60,1502,969,1527,0,2656,5512
2022-04-29 02:00:00,2417,SW,63,1436,1364,519,0,2657,6901
2022-04-29 03:00:00,2386,SW,54,1485,1371,212,0,2655,7887
2022-04-29 04:00:00,2319,SW,46,1457,1369,175,0,2661,7887
2022-04-29 05:00:00,2265,SW,31,1440,1349,174,0,2664,7393
2022-04-29 06:00:00,2216,SW,37,1200,1365,77,0,2661,7038
2022-04-29 07:00:00,2159,SW,38,1174,1310,55,0,2663,6369
2022-04-29 08:00:00,2155,SW,37,1161,1051,43,0,2659,5709
2022-04-29 09:00:00,2157,SW,57,1127,1186,34,0,2664,5250
2022-04-29 10:00:00,2159,SW,65,1090,1116,38,0,2661,4911
2022-04-29 11:00:00,2161,SW,60,1034,1149,39,0,2665,5018
2022-04-29 12:00:00,2190,SW,37,997,1218,30,0,2672,5300
2022-04-29 13:00:00,2242,SW,39,1005,1262,32,0,2671,5497
2022-04-29 14:00:00,2229,SW,40,1003,1287,533,0,2673,5260
2022-04-29 15:00:00,2143,SW,37,999,801,1485,0,2669,4258
2022-04-29 16:00:00,2119,SW,40,990,532,1944,0,2672,3367
2022-04-29 17:00:00,2121,SW,15,1051,526,2035,0,2667,3357
2022-04-29 18:00:00,2178,SW,13,1060,563,2049,0,2669,3325
2022-04-29 19:00:00,2094,SW,19,1060,626,1978,0,2665,3205
2022-04-29 20:00:00,2144,SW,27,1104,629,1976,0,2666,3444
2022-04-29 21:00:00,2141,SW,33,1136,679,1982,0,2663,3799
2022-04-29 22:00:00,2117,SW,35,1189,789,1974,0,2663,4009
2022-04-29 23:00:00,2093,SW,39,1328,917,2006,0,2663,4285
2022-04-30 00:00:00,2161,SW,36,1323,1022,1893,0,2663,4800
2022-04-30 01:00:00,2280,SW,61,1235,1303,1432,0,2658,5711
2022-04-30 02:00:00,2374,SW,83,1138,1481,473,0,2661,7140
2022-04-30 03:00:00,2428,SW,83,1133,1520,158,0,2659,7699
2022-04-30 04:00:00,2389,SW,57,1138,1375,86,0,2659,7616
2022-04-30 05:00:00,2376,SW,31,1106,1381,60,0,2663,7424
2022-04-30 06:00:00,2366,SW,37,873,1468,44,0,2664,7401
2022-04-30 07:00:00,2371,SW,40,938,1376,36,0,2669,6406
2022-04-30 08:00:00,2438,SW,38,984,1097,11,0,2669,5546
2022-04-30 09:00:00,2515,SW,44,1017,1049,2,0,2667,5034
2022-04-30 10:00:00,2523,SW,39,886,1011,2,0,2661,4861
2022-04-30 11:00:00,2454,SW,41,799,949,11,0,2665,4814
2022-04-30 12:00:00,2393,SW,38,537,992,41,0,2665,4963
2022-04-30 13:00:00,2389,SW,41,408,1001,44,0,2667,5016
2022-04-30 14:00:00,2265,SW,39,413,939,573,0,2668,4405
2022-04-30 15:00:00,2152,SW,39,434,627,1480,0,2668,3752
2022-04-30 16:00:00,2033,SW,38,503,368,1892,0,2665,3130
2022-04-30 17:00:00,1980,SW,17,491,368,1959,0,2661,3085
2022-04-30 18:00:00,2007,SW,13,410,390,1982,0,2657,2903
2022-04-30 19:00:00,2188,SW,27,382,493,2460,0,2655,3096
2022-04-30 20:00:00,2237,SW,29,421,667,1966,0,2655,3365
2022-04-30 21:00:00,2263,SW,30,552,858,1959,0,2656,3845
2022-04-30 22:00:00,2272,SW,36,666,833,1945,0,2656,4217
2022-04-30 23:00:00,2271,SW,38,910,769,1899,0,2654,4640
