country,year,month,Total Combustible Fuels,coal,gas,oil,nuclear,hydro,solar,wind,other
Estonia,2019,1,981.9443,767.4652,5.4674,4.022,0.0,0.9144,1.8375,59.1397,195.7866
Estonia,2019,2,602.7013,471.0576,3.3558,2.4686,0.0,1.6257,3.6015,91.6067,120.1706
Estonia,2019,3,603.7189,471.8529,3.3615,2.4728,0.0,2.8449,7.2765,81.2172,120.3735
Estonia,2019,4,575.3096,449.6489,3.2033,2.3564,0.0,2.6417,9.261,39.9593,114.709
Estonia,2019,5,430.1253,336.1762,2.3949,1.7618,0.0,1.6257,9.849,45.154,85.7612
Estonia,2019,6,282.397,220.715,1.5724,1.1567,0.0,0.7112,10.6575,40.259,56.3062
Estonia,2019,7,286.4676,223.8965,1.595,1.1733,0.0,0.508,10.437,33.6657,57.1178
Estonia,2019,8,373.5611,291.9669,2.08,1.5301,0.0,0.3048,8.7465,35.1642,74.4831
Estonia,2019,9,418.5072,327.0957,2.3302,1.7142,0.0,0.508,5.88,55.943,83.4447
Estonia,2019,10,392.7268,306.9463,2.1867,1.6086,0.0,1.8289,3.675,54.0449,78.3045
Estonia,2019,11,479.6508,374.8841,2.6707,1.9646,0.0,2.4385,1.323,60.9379,95.636
Estonia,2019,12,393.4901,307.5429,2.1909,1.6117,0.0,3.0481,0.9555,89.9084,78.4567
Estonia,2020,1,328.8695,257.0369,1.8311,1.347,0.0,4.0642,1.8375,108.0899,65.5722
Estonia,2020,2,266.2842,208.1217,1.4827,1.0907,0.0,5.0802,3.6015,103.8941,53.0935
Estonia,2020,3,309.5342,241.9249,1.7235,1.2678,0.0,4.0642,7.2765,83.9145,61.717
Estonia,2020,4,206.0735,161.0623,1.1474,0.8441,0.0,4.0642,9.261,76.9216,41.0883
Estonia,2020,5,233.2107,182.2722,1.2985,0.9552,0.0,3.0481,9.849,49.9491,46.4991
Estonia,2020,6,294.0999,229.8618,1.6375,1.2046,0.0,2.9465,10.6575,37.262,58.6396
Estonia,2020,7,289.1813,226.0175,1.6101,1.1845,0.0,2.0321,10.437,48.9501,57.6589
Estonia,2020,8,502.039,392.3823,2.7953,2.0563,0.0,1.016,8.7465,25.9735,100.0999
Estonia,2020,9,402.8185,314.8337,2.2429,1.6499,0.0,1.016,5.88,66.9318,80.3166
Estonia,2020,10,461.3332,360.5675,2.5687,1.8896,0.0,3.0481,3.675,63.9349,91.9837
Estonia,2020,11,453.7008,354.6022,2.5262,1.8583,0.0,3.0481,1.323,79.9186,90.4619
Estonia,2020,12,415.8783,325.041,2.3156,1.7034,0.0,5.1818,0.9555,79.4191,82.9206
Estonia,2021,1,520.5807,313.3573,2.7704,2.2674,0.0,3.7895,3.0635,54.5637,194.3581
Estonia,2021,2,536.2289,322.7766,2.8536,2.3355,0.0,3.1579,6.0045,52.0092,200.2003
Estonia,2021,3,321.7715,193.6865,1.7124,1.4015,0.0,4.2632,12.1315,84.0935,120.133
Estonia,2021,4,332.3747,200.069,1.7688,1.4476,0.0,4.2632,15.44,69.3797,124.0916
Estonia,2021,5,318.6932,191.8336,1.696,1.388,0.0,3.0,16.4204,49.5569,118.9837
Estonia,2021,6,413.181,248.7094,2.1988,1.7996,0.0,1.1842,17.7683,21.7642,154.2606
Estonia,2021,7,439.6034,264.614,2.3394,1.9147,0.0,0.2368,17.4007,33.3104,164.1253
Estonia,2021,8,362.9015,218.4442,1.9312,1.5806,0.0,0.9474,14.5823,61.7162,135.4888
Estonia,2021,9,502.5382,302.4969,2.6744,2.1888,0.0,1.3421,9.8032,58.8552,187.622
Estonia,2021,10,498.9468,300.3351,2.6552,2.1731,0.0,1.8158,6.127,99.6247,186.2811
Estonia,2021,11,583.0025,350.9314,3.1026,2.5392,0.0,2.6842,2.2057,78.4736,217.6632
Estonia,2021,12,752.995,453.2564,4.0072,3.2796,0.0,3.5526,1.593,77.554,281.1297
Finland,2010,1,5128.707,2690.959,1268.106,52.924,2022.462,1102.097,0.114,24.082,1095.358
Finland,2010,2,4702.57,2449.45,1208.51,50.482,1826.417,945.368,0.179,20.068,975.113
Finland,2010,3,4622.486,2326.613,1210.464,47.225,2022.462,893.458,0.423,27.092,1018.326
Finland,2010,4,3606.625,1791.544,879.272,37.454,1954.446,1059.171,0.489,20.068,881.171
Finland,2010,5,2697.02,1189.852,655.546,26.055,1346.308,1480.444,0.575,16.055,809.776
Finland,2010,6,1895.362,798.439,441.59,20.355,1670.382,1225.884,0.783,20.068,622.832
Finland,2010,7,1713.755,585.036,417.166,21.984,1934.442,994.283,0.823,23.078,676.379
Finland,2010,8,2030.058,785.948,469.922,25.241,1661.38,947.364,0.597,17.058,734.622
Finland,2010,9,2849.528,1421.992,679.97,35.011,1589.363,930.394,0.357,23.078,698.925
Finland,2010,10,3582.078,1706.183,974.038,39.897,1857.424,978.311,0.285,47.16,845.473
Finland,2010,11,4038.637,1909.176,1151.846,44.782,1971.45,1038.208,0.086,29.099,914.99
Finland,2010,12,5133.174,2626.418,1307.184,56.995,2032.464,1148.018,0.029,27.092,1120.722
Finland,2011,1,5142.03,2568.157,1309.083,57.859,2036.355,914.628,0.045,36.194,1182.738
Finland,2011,2,4679.554,2303.47,1216.062,50.951,1804.393,895.215,0.311,29.243,1086.84
Finland,2011,3,4820.012,2354.636,1218.0,52.678,2032.109,771.392,0.483,62.21,1170.751
Finland,2011,4,3218.895,1191.585,959.284,35.406,1971.686,1013.113,0.617,33.677,1011.92
Finland,2011,5,3169.254,1378.539,798.434,37.134,1381.131,1004.017,0.784,39.882,936.001
Finland,2011,6,1707.159,599.237,417.628,21.589,1702.973,996.476,0.892,28.591,655.301
Finland,2011,7,1356.677,278.463,317.823,17.271,1980.886,930.941,0.804,19.715,728.223
Finland,2011,8,1642.749,520.519,383.714,19.862,1700.409,920.516,0.637,26.187,704.248
Finland,2011,9,1789.674,613.012,446.697,16.408,1607.464,905.345,0.32,42.071,699.254
Finland,2011,10,2146.581,892.459,475.766,25.044,2025.365,1328.232,0.289,51.75,738.212
Finland,2011,11,2714.18,1130.579,708.32,30.225,1978.622,1238.707,0.067,50.267,828.116
Finland,2011,12,2716.236,1077.445,688.94,29.361,2044.607,1359.419,0.052,61.213,902.037
Finland,2012,1,3337.317,1414.918,778.39,33.034,2057.813,1277.823,0.088,39.159,1088.05
Finland,2012,2,3591.605,1560.063,910.817,34.772,1921.826,1242.636,0.165,43.175,1063.544
Finland,2012,3,2944.265,1131.358,685.388,29.556,2047.814,1212.474,0.6,52.211,1075.307
Finland,2012,4,2457.296,904.51,515.557,24.341,1844.833,1079.766,0.631,40.163,991.988
Finland,2012,5,1820.469,606.531,366.955,18.255,1350.878,1714.153,1.038,45.183,811.627
Finland,2012,6,1318.942,318.164,303.269,13.909,1848.832,1507.047,0.838,26.106,669.494
Finland,2012,7,1057.417,210.508,141.525,14.778,1987.82,1503.026,0.905,30.122,676.355
Finland,2012,8,1300.007,302.785,260.811,14.778,1664.849,1370.317,0.753,26.106,706.742
Finland,2012,9,1888.826,720.916,447.827,23.471,1497.864,1227.555,0.402,48.195,682.237
Finland,2012,10,2419.192,985.252,568.124,26.079,1808.836,1622.665,0.218,38.154,822.409
Finland,2012,11,2473.57,887.208,610.581,26.948,1985.82,1526.149,0.08,60.244,929.254
Finland,2012,12,3570.093,1635.038,782.434,35.642,2045.815,1383.387,0.031,45.183,1093.931
Finland,2013,1,3655.738,1610.109,784.426,27.58,2051.91,1335.0,0.076,45.0,1199.664
Finland,2013,2,3360.532,1541.075,673.497,21.67,1858.918,1278.0,0.147,46.0,1093.341
Finland,2013,3,3883.011,1828.377,757.684,24.625,2045.91,1240.0,0.872,63.0,1237.301
Finland,2013,4,3184.653,1466.965,666.564,20.685,1991.912,1100.0,0.606,59.0,1002.072
Finland,2013,5,1922.417,617.242,448.668,12.805,1756.923,1523.0,0.935,49.0,820.476
Finland,2013,6,1454.873,524.859,251.571,10.835,1675.926,990.0,0.872,36.0,649.23
Finland,2013,7,1402.964,596.938,119.843,10.835,1993.912,979.0,1.037,56.0,656.757
Finland,2013,8,1721.294,686.276,313.969,12.805,1820.92,849.0,0.897,44.0,688.748
Finland,2013,9,2372.763,1022.307,478.381,17.73,1513.933,720.0,0.501,60.0,830.826
Finland,2013,10,2965.316,1327.883,584.358,21.67,1987.912,694.0,0.322,83.0,1003.013
Finland,2013,11,3019.236,1240.576,666.564,21.67,1968.913,847.0,0.142,95.0,1060.409
Finland,2013,12,3016.204,1148.192,683.402,18.715,2005.912,1117.0,0.045,138.0,1133.8
Finland,2014,1,3675.087,1500.777,820.395,24.494,2057.608,1417.225,0.142,90.529,1288.017
Finland,2014,2,2774.714,1055.741,588.597,18.427,1861.181,1223.811,0.083,80.402,1077.318
Finland,2014,3,2543.491,933.401,489.687,22.059,2048.15,1300.628,0.642,106.591,1064.136
Finland,2014,4,2206.546,813.223,387.135,15.103,1978.361,1034.747,1.142,93.354,960.218
Finland,2014,5,2037.152,739.471,393.342,14.361,1654.157,1392.743,1.027,77.502,862.262
Finland,2014,6,1339.804,441.219,194.633,12.663,1785.332,1281.913,0.974,52.172,669.76
Finland,2014,7,1519.525,709.634,89.49,13.14,1837.392,807.114,1.426,37.237,685.234
Finland,2014,8,1817.09,820.551,213.467,14.673,1635.485,824.75,1.043,72.165,744.468
Finland,2014,9,2122.631,967.202,355.059,16.596,1703.514,787.072,0.843,99.058,759.364
Finland,2014,10,2697.939,1170.459,500.318,21.349,2042.998,931.223,0.337,133.59,974.487
Finland,2014,11,2600.666,1003.863,569.189,24.483,1990.771,1116.421,0.05,93.02,971.889
Finland,2014,12,2851.353,1055.49,636.132,26.53,2051.051,1122.354,0.044,171.38,1097.908
Finland,2015,1,3109.522,1183.72,710.942,23.171,2054.536,1120.519,0.107,179.387,1152.824
Finland,2015,2,2766.631,1050.016,608.937,21.1,1440.047,1189.432,0.263,215.727,1051.141
Finland,2015,3,2671.66,906.418,629.064,20.183,2048.233,1249.273,0.855,217.604,1079.6
Finland,2015,4,2151.0,726.198,471.058,17.202,1957.222,1269.319,0.929,156.578,905.998
Finland,2015,5,1710.287,542.271,334.948,15.011,1505.341,1788.887,1.284,171.008,791.377
Finland,2015,6,1211.381,255.331,195.782,10.89,1854.903,1705.628,1.313,164.966,724.937
Finland,2015,7,1114.967,209.735,161.72,10.564,1997.207,1473.703,1.388,99.497,709.044
Finland,2015,8,1228.818,304.237,158.89,11.314,1658.175,1514.364,1.631,106.687,729.774
Finland,2015,9,1562.819,522.442,281.536,13.418,1764.421,1264.317,0.8,174.212,721.112
Finland,2015,10,2318.491,865.942,447.929,20.253,2043.484,1308.013,0.722,234.833,952.263
Finland,2015,11,2323.365,819.23,464.068,18.791,1943.193,1246.078,0.143,269.752,987.969
Finland,2015,12,2507.06,954.32,465.769,19.315,2059.237,1454.466,0.09,336.748,1032.836
Finland,2016,1,3415.892,1423.521,695.391,25.003,2064.093,1565.424,2.207,222.234,1231.793
Finland,2016,2,2564.792,962.88,500.841,17.002,1928.087,1567.659,2.207,236.312,1048.4
Finland,2016,3,2576.5,1001.436,452.952,18.002,2060.092,1578.832,2.207,217.206,1069.796
Finland,2016,4,2106.594,865.476,253.414,15.002,1839.083,1592.241,2.207,199.105,946.515
Finland,2016,5,1473.179,556.015,72.832,12.001,1504.068,0.0,2.207,150.838,807.95
Finland,2016,6,1175.86,376.426,58.864,9.001,1693.076,1441.397,2.207,193.073,704.027
Finland,2016,7,1039.676,234.379,58.864,10.001,1987.089,1363.181,2.207,144.804,707.084
Finland,2016,8,1171.193,336.856,77.82,10.001,1702.076,1553.133,2.207,292.625,720.329
Finland,2016,9,1312.249,547.898,82.808,11.001,1606.072,1519.612,2.207,238.323,639.84
Finland,2016,10,2309.403,1167.835,206.522,20.002,1950.088,1259.267,2.207,250.391,876.214
Finland,2016,11,2989.173,1305.824,561.701,23.003,1985.089,1051.437,0.0,404.246,1053.494
Finland,2016,12,2815.486,1153.63,510.818,19.002,1961.088,1141.944,0.0,518.882,1085.079
Finland,2017,1,2858.632,1042.342,654.023,19.119,2000.907,1152.617,2.109,556.354,1099.917
Finland,2017,2,2688.675,1001.486,570.174,18.113,1858.914,1000.799,2.109,299.654,1056.621
Finland,2017,3,2647.051,1027.395,449.826,18.113,2064.904,1061.726,2.109,498.059,1112.287
Finland,2017,4,2151.355,851.014,279.168,14.088,1801.916,935.877,4.219,366.13,970.03
Finland,2017,5,1735.901,769.3,108.511,13.081,1517.93,1328.406,4.219,329.313,811.279
Finland,2017,6,1227.594,433.479,36.499,10.063,1333.938,1356.373,6.328,282.268,713.348
Finland,2017,7,1130.893,314.895,43.404,10.063,1619.925,1235.518,6.328,239.314,722.626
Finland,2017,8,1087.811,285.996,65.106,9.056,1722.92,1110.668,4.219,411.13,695.824
Finland,2017,9,1323.443,447.43,91.741,13.081,1750.919,1457.252,4.219,270.231,742.212
Finland,2017,10,2016.264,789.23,175.59,18.113,1837.915,1364.363,4.219,416.67,995.801
Finland,2017,11,2237.889,850.017,210.116,15.094,1997.907,1292.45,4.219,571.206,1124.657
Finland,2017,12,2575.494,904.825,437.988,16.1,2065.904,1313.424,4.219,554.864,1176.2
Finland,2018,1,2823.1801,1063.4132,544.1504,21.2255,2071.1481,1480.5573,1.0112,498.119,1150.1005
Finland,2018,2,2904.9316,1057.0581,661.3215,22.4741,1871.2303,1380.722,1.0112,457.2829,1124.477
Finland,2018,3,3259.3668,1310.2013,686.1459,24.9712,2059.153,1323.8159,3.0337,489.1968,1197.4054
Finland,2018,4,2079.5696,842.0453,211.5037,19.9769,1814.2538,1251.9345,7.0787,331.729,963.8374
Finland,2018,5,1330.4695,495.6946,24.8244,12.4856,1510.3788,1615.335,13.1461,441.3527,757.864
Finland,2018,6,1234.16,403.5462,25.8174,12.4856,1486.3886,922.4781,14.1573,493.1057,756.8785
Finland,2018,7,1522.1585,581.4879,52.6277,17.4798,1905.2164,769.7301,20.2247,273.9387,827.8358
Finland,2018,8,1569.8711,407.783,231.3632,22.4741,1696.3023,677.8816,14.1573,485.1004,870.2131
Finland,2018,9,1735.3781,478.7478,306.8293,22.4741,1594.3442,764.7383,7.0787,614.6167,891.8945
Finland,2018,10,2207.0867,766.8438,289.9488,23.7226,1807.2566,999.3512,7.0787,606.6382,1088.0128
Finland,2018,11,2564.8307,957.4956,358.4641,24.9712,1993.1802,972.3957,2.0225,686.423,1180.6516
Finland,2018,12,3114.9973,1123.7863,559.045,24.9712,2072.1477,978.0601,0.0,461.165,1355.0884
Finland,2019,1,3414.3461,1184.9988,711.8992,34.1729,2070.0886,962.6576,0.8226,469.0823,1431.9313
Finland,2019,2,2727.1073,893.8112,563.1581,27.6012,1878.1731,817.1627,1.6453,658.2986,1200.6355
Finland,2019,3,2695.2274,896.7037,444.3523,27.6012,2071.0882,971.6264,6.581,710.508,1280.5376
Finland,2019,4,1995.1286,608.4087,230.1277,22.3438,1982.1274,1103.1697,16.4525,489.1054,1092.347
Finland,2019,5,1618.0866,484.9914,130.967,19.7151,1504.3377,1562.5746,19.743,470.9755,949.3641
Finland,2019,6,1174.6732,260.3333,67.3545,18.4008,1771.2202,1259.6264,26.324,438.8466,793.7651
Finland,2019,7,1302.3063,261.2975,110.3865,21.0295,2046.0992,974.616,31.2598,307.032,869.4619
Finland,2019,8,1255.065,241.0494,102.9026,22.3438,1860.181,666.6852,23.8561,452.0138,851.5891
Finland,2019,9,1519.4229,457.9938,218.902,19.7151,1566.3104,817.1627,13.162,431.761,792.7138
Finland,2019,10,2141.8216,700.9716,319.9337,26.2869,2071.0882,825.135,4.9358,477.9463,1054.4986
Finland,2019,11,2313.525,794.4988,350.8045,24.9725,2012.2026,1054.3392,1.6453,409.6724,1100.7577
Finland,2019,12,2339.2898,742.4321,388.2236,24.9725,2082.0833,1230.7268,0.8226,709.504,1141.7602
Finland,2020,1,2266.1474,672.6435,418.4733,17.4695,2082.3102,1293.6386,1.0698,1009.8246,1118.48
Finland,2020,2,1947.2321,683.0355,335.3454,15.4143,1946.8675,1413.0265,4.2253,802.9045,876.7984
Finland,2020,3,2149.0858,627.2968,326.8437,17.4695,2029.9825,1560.8368,11.568,878.0374,1135.3415
Finland,2020,4,1791.3937,515.8193,209.7089,13.359,1925.6205,1327.1526,20.3445,628.8185,1012.8145
Finland,2020,5,1519.3739,298.5328,280.5566,12.3314,1614.2021,1569.9671,35.1224,384.8285,892.5358
Finland,2020,6,1165.8979,174.774,242.7712,9.2486,1795.0626,1135.3019,47.0276,376.7703,703.6869
Finland,2020,7,987.786,124.7036,152.0862,13.359,2028.012,1136.2829,37.6901,406.5121,667.7157
Finland,2020,8,1232.5368,156.8242,228.6016,15.4143,1657.6432,1049.8674,34.3084,390.1327,798.1113
Finland,2020,9,1369.5601,199.3368,386.3557,12.3314,1620.4886,955.7822,17.8092,693.8316,745.2786
Finland,2020,10,1684.0318,396.7841,417.5286,17.4695,1791.1237,1236.8557,7.0042,653.6695,821.7174
Finland,2020,11,1765.8405,451.5781,298.5046,21.58,1999.8026,1545.9754,2.1229,956.3001,959.9818
Finland,2020,12,2354.0597,598.0103,477.9852,24.6629,1862.8846,1444.6493,0.7076,756.5202,1210.6562
Finland,2021,1,2885.307,705.7089,751.9294,27.7457,2080.4396,1437.9555,0.9912,522.9882,1352.2929
Finland,2021,2,2738.6589,715.1561,671.6354,26.7181,1878.8192,1330.6907,4.6384,618.7363,1284.8468
Finland,2021,3,2388.965,593.2867,528.0509,23.6352,2080.3681,1358.5789,12.7048,979.0896,1199.4152
Finland,2021,4,1823.2827,385.4474,347.6256,17.4695,1858.8968,1404.6324,25.9078,660.8848,1033.0483
Finland,2021,5,1438.1772,294.7539,130.3596,18.4971,1498.344,1617.2047,53.072,531.2343,955.4854
Finland,2021,6,967.3815,137.9297,75.5708,16.4419,1563.7086,1319.2458,53.393,416.8949,694.6941
Finland,2021,7,973.1408,136.0403,73.6815,22.6076,2023.348,1003.2287,52.8901,443.7323,698.0664
Finland,2021,8,1114.2211,195.5579,77.4601,21.58,1917.5171,995.2029,35.0421,576.5502,782.3739
Finland,2021,9,1552.029,444.965,109.5776,29.8009,1566.0623,1066.4321,19.8136,616.75,927.3829
Finland,2021,10,1650.0818,452.5228,85.9618,20.5524,2071.7595,1306.2038,7.0763,1061.4003,1054.4062
Finland,2021,11,2027.6817,581.0053,112.4116,18.4971,2011.7954,1467.7236,2.1229,812.3692,1280.3504
Finland,2021,12,3021.5147,753.8898,405.2484,27.7457,2078.7553,1240.9939,0.7076,945.3751,1783.9475
France,2010,1,8517.149,3611.188,3260.293,757.658,40313.099,6210.412,13.832,705.829,609.435
France,2010,2,6631.097,2811.52,2538.328,589.881,36318.089,5756.909,17.265,1002.742,474.481
France,2010,3,7141.961,3028.121,2733.882,635.326,35984.088,6144.07,59.002,1214.068,511.035
France,2010,4,3447.177,1461.569,1319.55,306.65,31294.077,5667.793,80.281,747.037,246.659
France,2010,5,2865.437,1214.917,1096.865,254.9,29372.072,6384.684,72.543,766.057,205.033
France,2010,6,2398.756,1017.049,918.224,213.386,29575.073,7201.582,89.47,598.052,171.64
France,2010,7,3018.235,1279.702,1155.355,268.493,31744.078,5349.945,90.92,506.126,215.966
France,2010,8,1770.993,750.884,677.921,157.542,32391.079,4275.599,68.674,705.829,126.721
France,2010,9,2988.78,1267.214,1144.08,265.872,31657.078,3507.219,61.42,579.033,213.859
France,2010,10,4465.221,1893.21,1709.249,397.212,31885.078,3937.948,42.413,1092.555,319.504
France,2010,11,6955.104,2948.896,2662.355,618.704,35455.087,5374.699,16.83,1023.874,497.665
France,2010,12,8352.384,3541.329,3197.222,743.001,41889.103,6887.695,7.351,1003.798,597.646
France,2011,1,7774.435,2448.379,3558.427,898.501,43853.368,5964.8,52.234,1308.046,607.731
France,2011,2,7647.96,2408.548,3500.538,883.884,38328.322,4061.034,77.897,927.02,597.845
France,2011,3,8007.928,2521.912,3665.299,925.486,37688.316,4458.821,218.401,1164.363,625.984
France,2011,4,3351.05,1055.336,1533.805,387.285,32850.276,4062.036,342.162,710.964,261.953
France,2011,5,3792.091,1194.231,1735.673,438.257,33070.277,3417.761,331.242,773.758,296.43
France,2011,6,2438.699,768.012,1116.214,281.844,32589.273,4307.521,329.422,907.862,190.634
France,2011,7,2216.017,697.883,1014.29,256.108,33487.281,4193.295,273.002,861.032,173.227
France,2011,8,2358.707,742.82,1079.601,272.599,31384.263,3837.592,254.802,706.706,184.381
France,2011,9,3313.215,1043.421,1516.488,382.912,31477.264,3186.303,225.682,873.804,258.996
France,2011,10,5252.5,1654.153,2404.115,607.038,32824.275,3229.389,185.641,1101.568,410.59
France,2011,11,8268.445,2603.956,3784.539,955.594,33705.283,3897.711,23.478,967.464,646.348
France,2011,12,6707.504,2112.373,3070.083,775.195,39819.334,5654.185,19.838,2069.032,524.329
France,2012,1,6568.938,2571.732,2425.597,776.625,42810.495,6809.192,99.516,1610.774,560.29
France,2012,2,10064.251,3940.142,3716.249,1189.865,38661.06,5231.544,239.32,1147.745,858.419
France,2012,3,6438.636,2520.718,2377.482,761.22,37548.601,3977.251,488.97,994.189,549.176
France,2012,4,4056.103,1587.959,1497.726,479.54,33099.675,5436.499,519.961,1591.634,345.961
France,2012,5,2321.116,908.714,857.078,274.418,29058.09,7798.226,654.255,988.151,197.977
France,2012,6,2781.125,1088.807,1026.937,328.804,26562.352,6906.925,499.3,1007.493,237.213
France,2012,7,2898.628,1134.809,1070.326,342.696,28817.56,4956.908,588.83,927.691,247.235
France,2012,8,3220.629,1260.873,1189.225,380.765,28313.68,3579.966,588.83,912.586,274.7
France,2012,9,3104.947,1215.583,1146.509,367.088,30130.048,3633.825,368.449,935.836,264.833
France,2012,10,4129.03,1616.51,1524.654,488.162,32847.536,4453.463,273.065,1387.087,352.181
France,2012,11,6286.647,2461.215,2321.36,743.25,37119.191,4791.578,72.657,1327.061,536.212
France,2012,12,6444.683,2523.086,2379.715,761.935,39911.728,6392.129,34.779,2348.154,549.692
France,2013,1,7667.899,3435.086,2399.524,833.643,42405.628,6975.189,124.245,1339.778,722.373
France,2013,2,7642.609,3423.756,2391.61,830.894,36747.871,6959.289,194.226,1472.644,719.991
France,2013,3,7646.486,3425.493,2392.823,831.315,36781.04,6542.843,516.44,1372.138,720.356
France,2013,4,3688.758,1652.5,1154.327,401.037,31478.545,7325.312,651.163,1516.031,347.509
France,2013,5,2073.936,929.087,648.999,225.475,31168.581,8662.391,662.39,1179.504,195.38
France,2013,6,1741.392,780.114,544.936,189.322,28617.882,7442.828,643.679,1179.281,164.052
France,2013,7,2389.297,1070.364,747.685,259.761,30691.911,6454.876,759.691,879.525,225.09
France,2013,8,2831.411,1268.423,886.036,307.827,29902.546,4576.29,628.71,747.985,266.74
France,2013,9,3552.964,1591.666,1111.833,386.273,29754.389,4138.425,422.882,953.894,334.716
France,2013,10,4026.693,1803.889,1260.077,437.776,31090.913,4876.032,290.404,1636.449,379.345
France,2013,11,6197.162,2776.221,1939.284,673.747,34630.133,6393.764,184.122,1817.547,583.819
France,2013,12,5875.787,2632.251,1838.716,638.807,40425.248,5781.475,115.638,2031.96,553.543
France,2014,1,4729.021,1575.406,1500.733,732.464,42697.757,7101.753,192.17,2250.016,673.684
France,2014,2,4015.599,1337.739,1274.332,621.964,36396.721,7161.444,289.139,2525.179,572.052
France,2014,3,4483.19,1493.51,1422.719,694.388,35797.925,7114.194,541.123,1327.909,638.664
France,2014,4,2323.865,774.162,737.468,359.936,31208.377,5945.855,633.57,1077.996,331.052
France,2014,5,1906.976,635.282,605.17,295.366,31713.602,6264.298,740.092,1566.015,271.663
France,2014,6,1719.44,572.807,545.656,266.319,30995.204,5146.497,798.621,966.79,244.947
France,2014,7,1571.879,523.649,498.828,243.463,33394.409,6275.8,793.743,975.9,223.926
France,2014,8,1507.717,502.274,478.467,233.526,30990.284,5370.927,768.643,1000.208,214.785
France,2014,9,2299.619,766.085,729.773,356.181,31938.994,3812.364,658.563,726.815,327.598
France,2014,10,3278.45,1092.168,1040.401,507.789,32803.593,3809.531,499.447,1296.065,467.04
France,2014,11,5050.642,1682.549,1602.797,782.278,36290.94,4931.065,264.916,1512.403,719.501
France,2014,12,6069.991,2022.131,1926.283,940.162,41633.966,5784.942,211.449,2098.484,864.715
France,2015,1,6758.512,1921.384,2794.769,882.148,43792.628,6282.501,262.31,2311.341,862.117
France,2015,2,6984.265,1985.564,2888.122,911.614,37482.953,6470.196,382.762,1920.625,890.914
France,2015,3,5609.902,1594.845,2319.798,732.227,36915.156,6572.876,593.997,2027.299,715.6
France,2015,4,2510.003,713.571,1037.933,327.616,31187.158,5852.154,802.702,1463.463,320.176
France,2015,5,1434.876,407.922,593.348,187.286,30329.492,6563.486,905.79,1613.2,183.033
France,2015,6,1414.008,401.99,584.718,184.562,30718.85,5735.575,978.679,1274.133,180.371
France,2015,7,2164.826,615.441,895.196,282.562,33272.066,4122.702,1003.655,1421.655,276.146
France,2015,8,1597.201,454.07,660.472,208.473,31994.513,3483.925,910.375,1143.239,203.739
France,2015,9,2827.811,803.921,1169.352,369.097,30643.271,3467.924,746.139,1683.88,360.716
France,2015,10,4711.324,1339.387,1948.22,614.941,34489.669,3921.785,551.071,1293.634,600.977
France,2015,11,6273.286,1783.439,2594.119,818.814,35680.943,3583.672,372.225,2584.449,800.221
France,2015,12,5826.422,1656.399,2409.333,760.488,40288.117,3715.394,243.623,2683.683,743.219
France,2016,1,6355.354,1226.456,3501.994,686.607,41588.517,5778.462,280.512,2920.09,753.371
France,2016,2,5051.179,967.149,2761.576,541.44,37323.254,7073.672,429.784,2954.941,594.088
France,2016,3,5900.764,1136.07,3243.91,636.007,37177.228,6738.884,702.931,2509.297,697.851
France,2016,4,3446.122,648.019,1850.339,362.781,31058.259,6591.294,858.847,1724.016,398.057
France,2016,5,2381.115,436.266,1245.704,244.235,29445.13,6623.449,1012.586,1591.796,267.984
France,2016,6,2430.015,445.989,1273.466,249.678,28645.564,7289.999,1029.148,1101.969,273.956
France,2016,7,2955.933,550.556,1572.045,308.218,28346.39,5400.164,1137.079,1047.468,338.188
France,2016,8,3033.659,566.01,1616.172,316.87,27117.281,3949.998,1087.852,1219.605,347.681
France,2016,9,5167.992,990.375,2827.894,554.442,26481.303,3430.94,857.974,1024.606,608.355
France,2016,10,6124.057,1180.467,3370.68,660.862,29023.286,3106.483,622.446,1441.506,725.122
France,2016,11,8358.098,1624.657,4639.009,909.533,31150.896,4263.071,356.415,2352.784,997.973
France,2016,12,9143.716,1780.86,5085.027,996.98,36651.016,4634.634,284.189,1492.905,1093.923
France,2017,1,12672.292,2500.421,5015.473,4399.303,40491.902,5340.401,354.029,2078.971,566.902
France,2017,2,7111.045,1519.68,4368.579,525.68,33689.682,4630.124,459.945,2637.623,506.913
France,2017,3,6458.591,674.368,4283.446,694.861,34272.88,6372.496,755.65,2738.566,615.723
France,2017,4,4028.307,884.398,2482.733,8.809,31752.441,4282.998,1037.009,1501.594,462.174
France,2017,5,3289.442,806.621,1671.899,49.504,30137.017,5816.485,1131.266,1525.368,571.225
France,2017,6,3281.001,557.668,1550.764,276.205,26884.463,5210.316,1168.794,1520.234,706.171
France,2017,7,4211.467,1215.823,2101.518,10.25,28160.084,3979.378,1180.341,1763.132,693.683
France,2017,8,2941.481,328.452,1750.6,-19.22,28585.773,3567.71,1114.282,1274.524,691.456
France,2017,9,3862.144,812.081,2188.391,47.247,29346.359,3130.018,882.89,1696.558,624.232
France,2017,10,5859.075,1515.452,3583.565,127.201,28054.402,2760.589,726.71,2148.201,442.664
France,2017,11,8025.531,2143.085,4705.467,197.036,30335.238,3970.342,446.501,2365.958,789.75
France,2017,12,7012.776,1380.078,4505.457,267.144,37383.714,5398.78,328.898,3358.709,669.904
