datetime,Coal,region,Wind,Hydro,Solar,Other,Petroleum,Natural gas,Nuclear
2018-07-15 23:00:00,13699,NW,1560,19008,1598,707,58,12764,1143.0
2018-07-16 00:00:00,13821,NW,1617,19581,1500,714,57,13271,1143.0
2018-07-16 01:00:00,13781,NW,1559,20048,1370,710,58,13527,1144.0
2018-07-16 02:00:00,13945,NW,1403,20304,817,713,58,13679,1144.0
2018-07-16 03:00:00,13993,NW,1083,20153,219,708,58,13608,1144.0
2018-07-16 04:00:00,14023,NW,1110,18843,77,714,57,13581,1143.0
2018-07-16 05:00:00,13809,NW,943,18094,70,721,59,13210,1145.0
2018-07-16 06:00:00,13623,NW,900,16227,18,730,60,12368,1148.0
2018-07-16 07:00:00,13592,NW,949,14025,0,745,61,11603,1147.0
2018-07-16 08:00:00,13221,NW,1059,12281,0,759,60,10718,1148.0
2018-07-16 09:00:00,13193,NW,1131,11551,-2,777,60,10354,1149.0
2018-07-16 10:00:00,13039,NW,971,11532,-1,777,59,9999,1151.0
2018-07-16 11:00:00,13012,NW,997,11489,0,785,58,10013,1153.0
2018-07-16 12:00:00,13427,NW,1050,11615,0,803,59,10241,1152.0
2018-07-16 13:00:00,13516,NW,802,12187,39,815,59,10184,1153.0
2018-07-16 14:00:00,13804,NW,477,14000,565,838,58,10393,1153.0
2018-07-16 15:00:00,13683,NW,326,15533,1404,812,57,10483,1150.0
2018-07-16 16:00:00,13367,NW,378,16417,1882,801,59,10949,1147.0
2018-07-16 17:00:00,13971,NW,426,16925,2021,785,58,11478,1146.0
2018-07-16 18:00:00,14312,NW,518,17450,2109,779,58,12553,1141.0
2018-07-16 19:00:00,14601,NW,558,18506,2234,753,55,13570,1139.0
2018-07-16 20:00:00,14681,NW,571,19504,2135,742,52,13535,1135.0
2018-07-16 21:00:00,14851,NW,698,20826,2013,721,51,14473,1134.0
2018-07-16 22:00:00,14883,NW,841,21655,1768,716,51,15064,1137.0
2018-07-16 23:00:00,14927,NW,1212,21639,1676,719,51,15790,1138.0
2018-07-17 00:00:00,14425,NW,1360,21483,1375,715,52,15836,1138.0
2018-07-17 01:00:00,15317,NW,2260,21610,1138,717,52,15434,1138.0
2018-07-17 02:00:00,14603,NW,2604,21918,736,710,53,14757,1138.0
2018-07-17 03:00:00,14560,NW,3011,21362,208,705,56,14430,1138.0
2018-07-17 04:00:00,14593,NW,3517,19847,76,707,57,14315,1139.0
2018-07-17 05:00:00,14389,NW,3573,18617,24,725,59,13775,1142.0
2018-07-17 06:00:00,13706,NW,3587,16415,0,734,59,13106,1145.0
2018-07-17 07:00:00,13090,NW,3132,14422,-1,750,59,11997,1146.0
2018-07-17 08:00:00,13214,NW,3374,13463,-1,762,60,11751,1146.0
2018-07-17 09:00:00,13194,NW,3148,12799,-1,777,60,11494,1146.0
2018-07-17 10:00:00,12941,NW,3285,12343,0,802,59,11245,1146.0
2018-07-17 11:00:00,12870,NW,3379,11960,0,802,59,10706,1148.0
2018-07-17 12:00:00,13085,NW,2836,12214,-1,820,60,10499,1149.0
2018-07-17 13:00:00,13311,NW,2169,13252,57,808,60,10710,1150.0
2018-07-17 14:00:00,13151,NW,2072,14957,516,824,57,10609,1151.0
2018-07-17 15:00:00,13389,NW,1791,15226,1512,810,56,10837,1147.0
2018-07-17 16:00:00,13537,NW,1618,17644,2049,798,55,11037,1144.0
2018-07-17 17:00:00,13561,NW,1879,17285,2178,780,58,11501,1143.0
2018-07-17 18:00:00,13750,NW,2296,17745,2208,757,56,12553,1140.0
2018-07-17 19:00:00,13968,NW,2338,18703,2155,738,55,13121,1138.0
2018-07-17 20:00:00,14111,NW,2486,20239,1983,717,54,14078,1138.0
2018-07-17 21:00:00,14165,NW,2892,21022,1945,715,50,14193,1138.0
2018-07-17 22:00:00,14458,NW,3540,21491,1768,703,52,14936,1136.0
2018-07-17 23:00:00,14585,NW,4125,21542,1433,703,52,14909,1139.0
2018-07-18 00:00:00,14690,NW,4685,21465,1289,700,54,15096,1136.0
2018-07-18 01:00:00,14875,NW,5564,21382,1163,698,57,14573,1135.0
2018-07-18 02:00:00,14818,NW,5846,21131,805,708,58,13884,1135.0
2018-07-18 03:00:00,14506,NW,5860,20855,272,713,59,13158,1135.0
2018-07-18 04:00:00,14130,NW,5960,19527,87,728,58,13003,1137.0
2018-07-18 05:00:00,13623,NW,6373,18165,85,735,60,12455,1136.0
2018-07-18 06:00:00,12904,NW,6868,15323,86,746,60,12230,1137.0
2018-07-18 07:00:00,12416,NW,6771,13781,84,753,61,11112,1140.0
2018-07-18 08:00:00,12486,NW,6427,12859,77,759,61,10877,1144.0
2018-07-18 09:00:00,12445,NW,5818,12182,-1,767,59,10466,1147.0
2018-07-18 10:00:00,12284,NW,5989,11516,0,778,60,9633,1147.0
2018-07-18 11:00:00,12023,NW,6437,11187,0,798,60,9137,1148.0
2018-07-18 12:00:00,12000,NW,6537,11577,1,799,59,8909,1149.0
2018-07-18 13:00:00,12085,NW,6015,12160,55,815,59,9315,1151.0
2018-07-18 14:00:00,11429,NW,5869,13245,609,826,58,8970,1150.0
2018-07-18 15:00:00,12194,NW,5588,14292,1471,822,57,10149,1148.0
2018-07-18 16:00:00,13028,NW,5605,15106,1974,803,58,10281,1146.0
2018-07-18 17:00:00,13512,NW,5528,16072,2139,773,58,10782,1144.0
2018-07-18 18:00:00,13614,NW,5322,16405,2259,769,55,11390,1141.0
2018-07-18 19:00:00,13596,NW,4932,17038,2258,738,51,11901,1139.0
2018-07-18 20:00:00,13814,NW,4729,18315,2268,713,45,12543,1140.0
2018-07-18 21:00:00,14090,NW,4682,19450,2106,714,44,12966,1139.0
2018-07-18 22:00:00,14146,NW,4564,19750,2009,701,46,13741,1141.0
2018-07-18 23:00:00,13779,NW,4673,19893,2025,690,46,14435,1139.0
2018-07-19 00:00:00,13873,NW,4591,20568,1830,695,44,14835,1139.0
2018-07-19 01:00:00,14120,NW,4612,20391,1460,722,49,15226,1137.0
2018-07-19 02:00:00,14470,NW,4776,20212,809,784,50,15397,1137.0
2018-07-19 03:00:00,14320,NW,4782,19571,220,722,52,15078,1138.0
2018-07-19 04:00:00,13851,NW,5155,18441,61,683,54,14729,1146.0
2018-07-19 05:00:00,13589,NW,5626,16989,0,692,55,13656,1144.0
2018-07-19 06:00:00,13465,NW,5464,14738,-1,700,59,12581,1149.0
2018-07-19 07:00:00,12473,NW,5483,13223,0,709,59,11431,1152.0
2018-07-19 08:00:00,12550,NW,5222,12094,-1,719,59,10942,1142.0
2018-07-19 09:00:00,12568,NW,4879,11964,-1,738,60,10239,1145.0
2018-07-19 10:00:00,12325,NW,4781,11427,0,756,58,10075,1146.0
2018-07-19 11:00:00,11901,NW,4426,11168,0,787,59,9852,1145.0
2018-07-19 12:00:00,12227,NW,4317,11317,0,801,60,10024,1146.0
2018-07-19 13:00:00,12240,NW,4889,11650,40,807,60,10503,1147.0
2018-07-19 14:00:00,12130,NW,4509,13318,650,816,58,10440,1146.0
2018-07-19 15:00:00,12617,NW,4270,14620,1616,796,57,10444,1144.0
2018-07-19 16:00:00,13123,NW,3987,15467,2055,770,59,10832,1142.0
2018-07-19 17:00:00,13866,NW,4301,15917,2191,735,58,11485,1141.0
2018-07-19 18:00:00,14149,NW,4206,15950,2253,714,58,12896,1141.0
2018-07-19 19:00:00,14299,NW,4253,16241,2209,711,57,13643,1140.0
2018-07-19 20:00:00,14347,NW,4695,16856,1988,703,56,13831,1139.0
2018-07-19 21:00:00,14375,NW,4909,17656,1759,687,53,13749,1138.0
2018-07-19 22:00:00,14466,NW,4929,17873,1605,679,52,14720,1138.0
2018-07-19 23:00:00,14422,NW,5298,17814,1332,676,52,15072,1138.0
2018-07-20 00:00:00,14269,NW,5433,18559,1282,673,53,14986,1139.0
2018-07-20 01:00:00,14274,NW,5222,19196,1104,668,53,14571,1137.0
2018-07-20 02:00:00,14327,NW,5229,18993,672,674,53,14530,1135.0
2018-07-20 03:00:00,14208,NW,5466,18737,205,687,54,14264,1137.0
2018-07-20 04:00:00,14136,NW,5904,17504,3,703,57,14006,1143.0
2018-07-20 05:00:00,14072,NW,6212,16861,0,712,58,13266,1144.0
2018-07-20 06:00:00,13805,NW,6477,14470,0,725,60,12474,1146.0
2018-07-20 07:00:00,13059,NW,6334,12943,-1,710,60,11375,1147.0
2018-07-20 08:00:00,12517,NW,5870,11941,0,739,60,10806,1153.0
2018-07-20 09:00:00,12360,NW,5283,11648,-1,761,61,10389,1154.0
2018-07-20 10:00:00,12138,NW,4460,11557,-1,770,60,10383,1150.0
2018-07-20 11:00:00,12003,NW,4438,11297,0,767,59,10545,1149.0
2018-07-20 12:00:00,12475,NW,4490,11186,0,780,60,10563,1154.0
2018-07-20 13:00:00,12802,NW,4436,11473,43,802,60,10643,1155.0
2018-07-20 14:00:00,13051,NW,4032,12930,440,790,59,10184,1158.0
2018-07-20 15:00:00,13391,NW,3721,14150,1263,782,56,10693,1155.0
2018-07-20 16:00:00,13710,NW,3367,15373,1804,764,58,10872,1152.0
2018-07-20 17:00:00,14124,NW,2954,16544,2044,754,57,11365,1151.0
2018-07-20 18:00:00,14282,NW,2718,17044,2175,744,57,12057,1151.0
2018-07-20 19:00:00,14497,NW,2358,17461,2159,750,56,12682,1151.0
2018-07-20 20:00:00,14759,NW,2088,18192,2048,739,54,12973,1150.0
2018-07-20 21:00:00,14792,NW,2247,19120,1916,731,51,13698,1147.0
2018-07-20 22:00:00,14517,NW,2530,19442,1881,727,50,13951,1146.0
2018-07-20 23:00:00,14101,NW,2733,19641,1643,726,49,14531,1146.0
2018-07-21 00:00:00,13979,NW,3459,19792,1474,746,49,14398,1145.0
2018-07-21 01:00:00,13683,NW,4112,19345,1501,764,48,13887,1146.0
2018-07-21 02:00:00,13568,NW,4424,18942,931,782,50,13471,1146.0
2018-07-21 03:00:00,13517,NW,4845,18615,241,772,51,13682,1144.0
2018-07-21 04:00:00,13203,NW,5335,17737,87,787,55,13572,1145.0
2018-07-21 05:00:00,12800,NW,5346,16748,24,790,56,12532,1148.0
2018-07-21 06:00:00,12630,NW,4579,15059,-1,783,58,12190,1149.0
2018-07-21 07:00:00,12235,NW,3838,14067,0,779,60,12005,1149.0
2018-07-21 08:00:00,12060,NW,3403,12492,0,787,59,11357,1150.0
2018-07-21 09:00:00,11835,NW,2825,11892,-1,813,59,10893,1153.0
2018-07-21 10:00:00,11893,NW,2508,11368,0,815,59,10779,1152.0
2018-07-21 11:00:00,11667,NW,2412,11116,-2,823,60,10656,1154.0
2018-07-21 12:00:00,11609,NW,2092,11141,0,818,60,10695,1156.0
2018-07-21 13:00:00,11617,NW,1955,11927,36,811,60,10630,1157.0
2018-07-21 14:00:00,10939,NW,1814,13130,496,817,59,9969,1159.0
2018-07-21 15:00:00,11389,NW,1505,13872,1354,810,58,10404,1158.0
2018-07-21 16:00:00,12251,NW,1545,14627,1967,795,57,11016,1154.0
2018-07-21 17:00:00,12963,NW,1631,14761,1975,781,56,11734,1152.0
2018-07-21 18:00:00,13224,NW,1661,15419,1965,766,57,12327,1152.0
2018-07-21 19:00:00,13539,NW,1783,15902,1797,740,55,13036,1150.0
2018-07-21 20:00:00,13620,NW,2004,16752,1663,727,55,13135,1150.0
2018-07-21 21:00:00,13468,NW,2443,17422,1442,711,55,13392,1147.0
2018-07-21 22:00:00,13196,NW,2943,17303,1175,701,55,13752,1146.0
2018-07-21 23:00:00,13075,NW,3757,17927,898,710,50,13539,1143.0
2018-07-22 00:00:00,13152,NW,4777,18437,883,706,49,13408,1144.0
2018-07-22 01:00:00,13038,NW,4494,17813,924,702,48,13205,1145.0
2018-07-22 02:00:00,13138,NW,4194,17955,586,713,49,13168,1144.0
2018-07-22 03:00:00,13230,NW,3813,17925,186,737,52,12972,1144.0
2018-07-22 04:00:00,13087,NW,3859,17453,-1,733,53,12997,1145.0
2018-07-22 05:00:00,13015,NW,3331,17021,-1,756,56,12469,1146.0
2018-07-22 06:00:00,12527,NW,3344,15196,0,767,60,12165,1147.0
2018-07-22 07:00:00,12175,NW,3346,14103,0,783,61,11248,1148.0
2018-07-22 08:00:00,11675,NW,2906,12401,0,799,59,10904,1149.0
2018-07-22 09:00:00,11206,NW,2576,11379,-1,809,60,10588,1151.0
2018-07-22 10:00:00,10754,NW,2411,11422,-1,792,60,10329,1151.0
2018-07-22 11:00:00,10547,NW,2385,11283,0,804,59,10159,1149.0
2018-07-22 12:00:00,10473,NW,2329,10904,0,802,60,10270,1151.0
2018-07-22 13:00:00,10537,NW,2041,10865,45,814,59,10463,1153.0
2018-07-22 14:00:00,10023,NW,1758,11697,691,822,57,10171,1152.0
2018-07-22 15:00:00,10108,NW,1406,12257,1546,827,58,10036,1152.0
2018-07-22 16:00:00,9982,NW,1205,12606,1939,816,58,10250,1150.0
2018-07-22 17:00:00,10150,NW,1890,13278,2084,811,57,11005,1147.0
2018-07-22 18:00:00,11001,NW,2378,13895,2039,790,59,11959,1143.0
2018-07-22 19:00:00,12206,NW,2342,14448,2068,788,58,12327,1144.0
2018-07-22 20:00:00,12545,NW,2467,15002,2032,775,59,12838,1143.0
2018-07-22 21:00:00,13211,NW,2246,15931,1914,763,58,12790,1142.0
2018-07-22 22:00:00,13386,NW,2360,16622,1715,754,57,13171,1142.0
2018-07-22 23:00:00,13270,NW,2548,17210,1742,739,56,13542,1140.0
2018-07-23 00:00:00,13234,NW,2795,17923,1760,735,57,13590,1141.0
2018-07-23 01:00:00,13311,NW,2092,18787,1529,731,57,13807,1142.0
2018-07-23 02:00:00,13334,NW,2023,19141,950,758,57,14014,1143.0
2018-07-23 03:00:00,13060,NW,2240,18986,196,763,60,13941,1140.0
2018-07-23 04:00:00,12880,NW,2177,17924,29,781,60,13808,1140.0
2018-07-23 05:00:00,12654,NW,1864,17145,-2,779,58,13612,1143.0
2018-07-23 06:00:00,12351,NW,2197,14884,0,778,60,12774,1146.0
2018-07-23 07:00:00,11909,NW,2043,13242,-1,773,60,12091,1146.0
2018-07-23 08:00:00,11689,NW,2131,12293,0,772,60,11346,1148.0
2018-07-23 09:00:00,11398,NW,1803,11715,-1,790,60,10812,1148.0
2018-07-23 10:00:00,11285,NW,1635,10934,0,784,59,10521,1150.0
2018-07-23 11:00:00,11280,NW,1802,10182,-1,799,60,10384,1151.0
2018-07-23 12:00:00,11589,NW,1727,10585,-1,820,59,10610,1152.0
2018-07-23 13:00:00,12137,NW,1518,11318,34,829,60,11034,1154.0
2018-07-23 14:00:00,12128,NW,1201,13681,659,830,59,10919,1153.0
2018-07-23 15:00:00,12318,NW,868,14664,1607,834,58,11050,1153.0
2018-07-23 16:00:00,13242,NW,859,15181,2078,807,59,11309,1149.0
2018-07-23 17:00:00,13879,NW,787,16108,2230,779,58,11940,1148.0
2018-07-23 18:00:00,13844,NW,798,16716,2247,774,58,13631,1144.0
2018-07-23 19:00:00,13762,NW,764,17575,2253,742,57,13916,1142.0
2018-07-23 20:00:00,13831,NW,817,18916,2259,723,56,13515,1140.0
2018-07-23 21:00:00,13789,NW,1034,20110,2121,720,54,14071,1141.0
2018-07-23 22:00:00,13804,NW,1103,20672,2018,704,54,14336,1140.0
2018-07-23 23:00:00,13696,NW,1307,21035,1973,703,54,14901,1140.0
2018-07-24 00:00:00,13651,NW,1425,21397,1876,702,53,14826,1138.0
2018-07-24 01:00:00,13573,NW,1614,21458,1661,686,54,14837,1138.0
2018-07-24 02:00:00,13453,NW,1735,21592,914,698,57,14791,1139.0
2018-07-24 03:00:00,13349,NW,2325,21090,202,726,61,14892,1139.0
2018-07-24 04:00:00,13321,NW,2568,19624,95,742,58,14801,1143.0
2018-07-24 05:00:00,12882,NW,2885,18080,89,760,57,14229,1142.0
2018-07-24 06:00:00,12649,NW,3153,14890,-1,754,60,13352,1145.0
2018-07-24 07:00:00,12396,NW,3124,13167,-1,763,61,11906,1146.0
2018-07-24 08:00:00,12104,NW,3097,11690,0,778,59,10740,1146.0
2018-07-24 09:00:00,11939,NW,3284,10820,0,798,60,10129,1149.0
2018-07-24 10:00:00,11902,NW,2877,10476,0,792,59,10352,1148.0
2018-07-24 11:00:00,11919,NW,2557,10200,0,815,59,10366,1149.0
2018-07-24 12:00:00,12021,NW,2321,10048,-3,828,59,10584,1152.0
2018-07-24 13:00:00,12282,NW,2020,10474,37,839,60,10891,1151.0
2018-07-24 14:00:00,12114,NW,1689,13218,646,846,57,11047,1151.0
2018-07-24 15:00:00,12875,NW,1420,13375,1600,833,58,10874,1151.0
2018-07-24 16:00:00,12636,NW,1442,15205,1995,817,58,11348,1149.0
2018-07-24 17:00:00,12768,NW,1389,17021,2157,804,55,12465,1147.0
2018-07-24 18:00:00,13574,NW,1264,17500,2251,783,57,13246,1145.0
2018-07-24 19:00:00,13694,NW,1030,17845,2187,752,56,14064,1141.0
2018-07-24 20:00:00,13593,NW,1115,18872,1820,738,58,15314,1140.0
2018-07-24 21:00:00,13589,NW,1326,19508,1598,727,59,16212,1138.0
2018-07-24 22:00:00,13791,NW,1756,20521,1563,733,62,16403,1137.0
2018-07-24 23:00:00,13755,NW,2144,20401,1196,722,63,16747,1137.0
2018-07-25 00:00:00,13672,NW,2791,20586,1053,710,64,16450,1135.0
2018-07-25 01:00:00,13629,NW,3459,20357,933,703,63,15286,1135.0
2018-07-25 02:00:00,13387,NW,3707,20488,463,717,58,15311,1134.0
2018-07-25 03:00:00,13310,NW,3649,19583,168,702,59,14854,1134.0
2018-07-25 04:00:00,13314,NW,4018,18023,90,728,58,14880,1135.0
2018-07-25 05:00:00,13085,NW,4063,16087,90,759,59,13927,1136.0
2018-07-25 06:00:00,12773,NW,3718,13572,54,759,60,13615,1139.0
2018-07-25 07:00:00,12325,NW,3622,12018,0,756,60,12719,1144.0
2018-07-25 08:00:00,12010,NW,3530,10874,0,758,60,12054,1146.0
2018-07-25 09:00:00,12114,NW,3252,10307,-2,770,59,11398,1147.0
2018-07-25 10:00:00,12119,NW,3023,9852,-1,784,59,10922,1147.0
2018-07-25 11:00:00,12396,NW,2728,9758,0,799,59,10903,1148.0
2018-07-25 12:00:00,12827,NW,2386,9587,-1,808,59,10992,1151.0
2018-07-25 13:00:00,13169,NW,2387,9930,44,815,58,11093,1150.0
2018-07-25 14:00:00,13617,NW,2122,11732,609,818,59,10854,1149.0
2018-07-25 15:00:00,14212,NW,1921,12763,1617,798,57,11112,1148.0
2018-07-25 16:00:00,14078,NW,1971,13608,2094,779,56,11367,1148.0
2018-07-25 17:00:00,14253,NW,1299,14490,2247,764,56,12605,1147.0
2018-07-25 18:00:00,14460,NW,1127,15074,2292,725,57,13604,1152.0
2018-07-25 19:00:00,14001,NW,1297,15576,2295,710,58,13968,1151.0
2018-07-25 20:00:00,14232,NW,1353,17715,2287,695,58,14221,1144.0
2018-07-25 21:00:00,14920,NW,1530,19050,2021,704,56,14569,1139.0
2018-07-25 22:00:00,14776,NW,1897,19823,1898,708,56,15367,1136.0
2018-07-25 23:00:00,14181,NW,2078,21102,1524,706,57,15751,1136.0
2018-07-26 00:00:00,14350,NW,2403,21062,1553,702,59,15696,1135.0
2018-07-26 01:00:00,14336,NW,2741,21416,1270,673,58,15041,1133.0
2018-07-26 02:00:00,14206,NW,2960,21882,611,716,59,14936,1133.0
2018-07-26 03:00:00,13989,NW,3544,21366,192,713,60,14494,1134.0
2018-07-26 04:00:00,14076,NW,3538,20536,98,749,59,14093,1136.0
2018-07-26 05:00:00,14191,NW,3118,18765,77,757,59,13718,1136.0
2018-07-26 06:00:00,14255,NW,2967,15004,0,766,59,13249,1139.0
2018-07-26 07:00:00,14140,NW,2461,13092,0,774,60,11936,1141.0
2018-07-26 08:00:00,13926,NW,2287,10895,-1,782,59,11654,1144.0
2018-07-26 09:00:00,13739,NW,2001,9398,-1,779,60,11539,1146.0
2018-07-26 10:00:00,13669,NW,1679,8941,-2,791,58,10946,1146.0
2018-07-26 11:00:00,13571,NW,1610,9196,0,795,60,11072,1147.0
2018-07-26 12:00:00,13821,NW,1391,9526,-1,820,60,11304,1150.0
2018-07-26 13:00:00,14019,NW,1369,10179,26,819,60,11599,1150.0
2018-07-26 14:00:00,13828,NW,1391,12583,555,832,60,11584,1150.0
2018-07-26 15:00:00,13964,NW,1099,13552,1564,815,60,12005,1149.0
2018-07-26 16:00:00,13962,NW,1063,14121,2048,803,57,12189,1144.0
2018-07-26 17:00:00,14278,NW,986,15215,2175,783,57,12665,1141.0
2018-07-26 18:00:00,14455,NW,800,16161,2218,778,57,13474,1141.0
2018-07-26 19:00:00,14481,NW,697,16790,2292,755,57,13963,1140.0
2018-07-26 20:00:00,14465,NW,683,18587,2268,742,56,14823,1140.0
2018-07-26 21:00:00,14453,NW,1219,19308,2039,730,56,15293,1136.0
2018-07-26 22:00:00,14205,NW,1434,19686,1726,710,57,15934,1134.0
2018-07-26 23:00:00,14152,NW,1584,20214,1638,710,57,16065,1130.0
2018-07-27 00:00:00,14159,NW,1798,20401,1356,706,57,16092,1131.0
2018-07-27 01:00:00,13937,NW,2393,20166,1030,716,59,15192,1133.0
2018-07-27 02:00:00,13518,NW,2814,20206,564,700,59,14655,1135.0
2018-07-27 03:00:00,13481,NW,3519,19292,121,704,59,14720,1135.0
2018-07-27 04:00:00,13432,NW,4093,18304,0,717,60,14360,1136.0
2018-07-27 05:00:00,13042,NW,4274,17175,0,754,60,14106,1139.0
2018-07-27 06:00:00,12821,NW,4021,13906,-1,739,59,13803,1140.0
2018-07-27 07:00:00,12729,NW,3821,11812,0,753,59,12136,1141.0
2018-07-27 08:00:00,9831,NW,4083,10482,0,746,59,11370,1142.0
2018-07-27 09:00:00,11566,NW,3575,10632,0,761,60,11109,1143.0
2018-07-27 10:00:00,11263,NW,2958,10531,0,778,60,10965,1145.0
2018-07-27 11:00:00,11555,NW,2580,10064,-1,790,58,11059,1146.0
2018-07-27 12:00:00,12123,NW,2306,10107,0,795,60,10930,1147.0
2018-07-27 13:00:00,12435,NW,2465,10719,17,817,58,11152,1148.0
2018-07-27 14:00:00,12706,NW,2727,13133,345,799,59,10621,1147.0
2018-07-27 15:00:00,13127,NW,2371,13915,1176,800,59,11133,1147.0
2018-07-27 16:00:00,13582,NW,2213,14594,1725,791,59,11245,1146.0
2018-07-27 17:00:00,13692,NW,2416,15624,1904,760,59,11382,1143.0
2018-07-27 18:00:00,13820,NW,2380,16824,1990,791,57,11938,1140.0
2018-07-27 19:00:00,14166,NW,2423,17609,2042,734,57,12629,1139.0
2018-07-27 20:00:00,14281,NW,2360,18665,2137,716,56,13026,1137.0
2018-07-27 21:00:00,14160,NW,2193,19470,1743,701,56,13639,1136.0
2018-07-27 22:00:00,14230,NW,2417,20051,1489,688,54,13857,1133.0
2018-07-27 23:00:00,13895,NW,2662,20342,1563,697,54,14144,1135.0
2018-07-28 00:00:00,13909,NW,2385,20459,1635,687,56,14804,1136.0
2018-07-28 01:00:00,13745,NW,2720,20471,1785,696,57,14550,1136.0
2018-07-28 02:00:00,13117,NW,3504,20596,841,693,57,14141,1138.0
2018-07-28 03:00:00,13072,NW,3601,20068,205,700,58,14401,1141.0
2018-07-28 04:00:00,13217,NW,3614,18386,69,727,56,14467,1141.0
2018-07-28 05:00:00,13094,NW,4504,16837,-2,754,58,13863,1140.0
2018-07-28 06:00:00,12725,NW,4609,13888,-1,744,57,13838,1141.0
2018-07-28 07:00:00,11889,NW,4345,12388,-1,742,57,12736,1141.0
2018-07-28 08:00:00,11933,NW,4049,11096,0,736,58,12168,1143.0
2018-07-28 09:00:00,11999,NW,4037,10476,0,757,58,11098,1142.0
2018-07-28 10:00:00,11782,NW,3984,9806,-1,769,58,10363,1144.0
2018-07-28 11:00:00,11492,NW,4292,9581,0,800,58,9644,1145.0
2018-07-28 12:00:00,11437,NW,3758,9570,-1,807,58,9535,1146.0
2018-07-28 13:00:00,11673,NW,2800,10087,23,812,58,9912,1147.0
2018-07-28 14:00:00,11458,NW,2383,11619,504,822,58,9588,1147.0
2018-07-28 15:00:00,11616,NW,1739,12572,1393,805,57,10150,1148.0
2018-07-28 16:00:00,12132,NW,1488,13456,1895,803,57,10617,1147.0
2018-07-28 17:00:00,12846,NW,1380,14291,2030,768,58,11197,1147.0
2018-07-28 18:00:00,13045,NW,944,15365,2108,748,60,11553,1144.0
2018-07-28 19:00:00,13255,NW,744,16097,2106,729,56,12214,1141.0
2018-07-28 20:00:00,13431,NW,836,17042,1908,717,59,13213,1138.0
2018-07-28 21:00:00,13567,NW,1184,17941,1754,709,58,13154,1138.0
2018-07-28 22:00:00,13538,NW,1409,18400,1721,691,56,13632,1135.0
2018-07-28 23:00:00,13351,NW,2088,18744,1805,696,55,13923,1133.0
2018-07-29 00:00:00,13172,NW,2519,19278,1627,686,59,13983,1135.0
2018-07-29 01:00:00,12900,NW,2877,19742,1339,708,58,13873,1135.0
2018-07-29 02:00:00,12895,NW,2359,19814,723,698,58,14022,1136.0
2018-07-29 03:00:00,12951,NW,2641,19394,210,697,56,14064,1135.0
2018-07-29 04:00:00,12963,NW,3122,18206,104,727,59,13937,1137.0
2018-07-29 05:00:00,12574,NW,2836,16860,35,713,57,13872,1137.0
2018-07-29 06:00:00,12846,NW,2124,14205,0,675,59,13850,1139.0
2018-07-29 07:00:00,12470,NW,1635,12741,-1,682,58,13061,1139.0
2018-07-29 08:00:00,12222,NW,1306,11794,-1,700,58,12223,1140.0
2018-07-29 09:00:00,12237,NW,1136,11221,0,720,60,11266,1139.0
2018-07-29 10:00:00,12016,NW,979,10697,-1,764,59,10593,1141.0
2018-07-29 11:00:00,11963,NW,814,10442,0,779,59,10413,1142.0
2018-07-29 12:00:00,11777,NW,733,10523,0,787,60,10264,1145.0
2018-07-29 13:00:00,11847,NW,634,10224,21,794,59,10352,1144.0
2018-07-29 14:00:00,11340,NW,564,10752,465,793,59,10346,1145.0
2018-07-29 15:00:00,11513,NW,435,11401,1312,783,57,10548,1144.0
2018-07-29 16:00:00,11581,NW,266,12233,1739,776,56,10288,1143.0
2018-07-29 17:00:00,12533,NW,236,12983,1970,756,55,11015,1143.0
2018-07-29 18:00:00,12954,NW,345,13469,2087,733,56,11800,1142.0
2018-07-29 19:00:00,13100,NW,463,14152,2126,702,55,12370,1140.0
2018-07-29 20:00:00,13115,NW,724,15280,2072,689,57,13150,1138.0
2018-07-29 21:00:00,13163,NW,1338,16625,1985,678,57,13504,1136.0
2018-07-29 22:00:00,13208,NW,2285,17627,1622,670,56,13782,1135.0
2018-07-29 23:00:00,12924,NW,2690,17964,1511,663,56,14155,1137.0
2018-07-30 00:00:00,12775,NW,2535,18689,1198,678,58,14799,1137.0
2018-07-30 01:00:00,13160,NW,2196,19182,1066,663,57,14507,1139.0
2018-07-30 02:00:00,13049,NW,2231,19608,557,675,57,14263,1139.0
2018-07-30 03:00:00,12881,NW,2054,19589,175,674,57,13940,1138.0
2018-07-30 04:00:00,12878,NW,1698,18690,102,703,58,14022,1137.0
2018-07-30 05:00:00,12844,NW,1105,16883,98,724,58,13713,1138.0
2018-07-30 06:00:00,12715,NW,1134,14290,-1,728,58,13454,1140.0
2018-07-30 07:00:00,12549,NW,1157,12646,-1,736,58,12657,1141.0
2018-07-30 08:00:00,12347,NW,1154,11525,0,746,59,11813,1142.0
2018-07-30 09:00:00,12336,NW,1058,9838,0,747,58,10985,1145.0
2018-07-30 10:00:00,12192,NW,999,9297,-1,774,59,10462,1148.0
2018-07-30 11:00:00,12054,NW,981,9276,0,793,58,10055,1147.0
2018-07-30 12:00:00,12213,NW,1073,9402,0,800,58,10635,1149.0
2018-07-30 13:00:00,12679,NW,1145,10690,13,809,59,11315,1150.0
2018-07-30 14:00:00,12849,NW,967,13505,457,818,58,11153,1147.0
2018-07-30 15:00:00,12939,NW,817,14071,1329,809,57,11420,1147.0
