"","X","Coal","Lignite","Hydro","Nuclear","Gas..Naptha...Diesel","RES..Wind..Solar..Biomass...Others.","Total"
"534","2020-06-15",2240,82,629,110,182,488,3731
"535","2020-06-16",2275,82,638,110,178,491,3774
"536","2020-06-17",2269,79,651,110,173,513,3794
"537","2020-06-18",2273,82,640,109,173,531,3810
"538","2020-06-19",2264,85,658,110,167,559,3843
"539","2020-06-20",2233,85,644,113,166,554,3796
"540","2020-06-21",2146,78,637,113,163,491,3630
"541","2020-06-22",2222,87,680,113,158,464,3723
"542","2020-06-23",2358,86,691,113,154,429,3831
"543","2020-06-24",2431,87,712,113,157,346,3846
"544","2020-06-25",2422,83,698,111,154,359,3826
"545","2020-06-26",2377,81,666,112,157,383,3776
"546","2020-06-27",2373,80,661,112,153,426,3805
"547","2020-06-28",2301,77,659,112,143,430,3722
"548","2020-06-29",2403,80,669,112,151,370,3785
"549","2020-06-30",2500,74,667,111,161,337,3851
"550","2020-07-01",2525,62,665,104,144,431,3931
"551","2020-07-02",2556,51,632,104,154,494,3992
"552","2020-07-03",2516,52,647,105,156,519,3994
"553","2020-07-04",2405,52,633,102,155,489,3836
"554","2020-07-05",2050,47,597,105,141,422,3361
"555","2020-07-06",2151,47,631,105,143,489,3566
"556","2020-07-07",2229,53,631,105,142,492,3651
"557","2020-07-08",2299,56,664,101,136,431,3687
"558","2020-07-09",2415,56,656,101,146,367,3742
"559","2020-07-10",2399,56,622,104,150,429,3760
"560","2020-07-11",2274,51,603,108,154,457,3648
"561","2020-07-12",2014,52,593,109,150,491,3409
"562","2020-07-13",2318,57,646,106,167,382,3676
"563","2020-07-14",2497,58,668,105,177,337,3841
"564","2020-07-15",2486,52,643,106,163,359,3809
"565","2020-07-16",2486,49,626,106,135,389,3792
"566","2020-07-17",2509,50,623,106,146,415,3849
"567","2020-07-18",2604,54,657,106,141,335,3899
"568","2020-07-19",2437,55,621,106,124,365,3709
"569","2020-07-20",2335,56,636,106,121,403,3657
"570","2020-07-21",2255,59,645,92,109,371,3532
"571","2020-07-22",2421,59,634,84,128,301,3626
"572","2020-07-23",2481,55,642,82,134,309,3702
"573","2020-07-24",2525,53,626,79,146,304,3733
"574","2020-07-25",2529,59,632,79,146,292,3737
"575","2020-07-26",2481,51,612,82,141,350,3717
"576","2020-07-27",2621,52,644,83,151,436,3986
"577","2020-07-28",2669,59,643,83,155,432,4041
"578","2020-07-29",2603,51,628,83,152,406,3923
"579","2020-07-30",2535,50,635,78,175,356,3829
"580","2020-07-31",2613,47,628,79,168,361,3897
"581","2020-08-01",2545,47,631,79,145,373,3820
"582","2020-08-02",2444,51,610,78,139,429,3751
"583","2020-08-03",2388,47,621,77,128,516,3777
"584","2020-08-04",2344,53,646,90,127,522,3781
"585","2020-08-05",2323,55,658,99,138,456,3729
"586","2020-08-06",2234,49,662,101,126,511,3683
"587","2020-08-07",2385,51,679,102,126,535,3879
"588","2020-08-08",2439,58,671,102,133,552,3955
"589","2020-08-09",2362,62,652,102,137,466,3780
"590","2020-08-10",2342,60,680,101,150,446,3779
"591","2020-08-11",2288,53,661,101,155,531,3789
"592","2020-08-12",2149,56,645,101,134,623,3708
"593","2020-08-13",2094,59,654,101,103,585,3596
"594","2020-08-14",2130,64,660,101,131,533,3619
"595","2020-08-15",2060,63,653,94,127,483,3479
"596","2020-08-16",2016,59,661,100,131,452,3418
"597","2020-08-17",2219,61,675,100,143,471,3669
"598","2020-08-18",2233,60,668,100,146,495,3702
"599","2020-08-19",2126,57,670,100,141,493,3587
"600","2020-08-20",2078,57,659,101,130,423,3448
"601","2020-08-21",2090,60,653,101,137,388,3428
"602","2020-08-22",2077,55,668,104,122,407,3433
"603","2020-08-23",1995,56,649,104,119,479,3401
"604","2020-08-24",2113,58,729,115,121,457,3592
"605","2020-08-25",2244,59,731,120,116,460,3731
"606","2020-08-26",2315,62,747,119,119,417,3779
"607","2020-08-27",2302,63,735,120,121,396,3737
"608","2020-08-28",2271,61,737,125,138,402,3734
"609","2020-08-29",2275,54,713,128,140,414,3724
"610","2020-08-30",2145,53,673,129,130,458,3588
"611","2020-08-31",2303,42,703,129,127,405,3709
"612","2020-09-01",2424,57,696,128,146,322,3772
"613","2020-09-02",2477,66,727,125,146,228,3770
"614","2020-09-03",2517,62,722,119,147,235,3802
"615","2020-09-04",2575,58,717,120,154,242,3866
"616","2020-09-05",2601,56,706,119,152,254,3888
"617","2020-09-06",2415,54,675,116,146,320,3726
"618","2020-09-07",2494,49,689,116,150,368,3867
"619","2020-09-08",2642,50,683,115,148,333,3970
"620","2020-09-09",2747,56,649,114,181,308,4056
"621","2020-09-10",2713,59,661,114,166,316,4029
"622","2020-09-11",2663,59,698,114,153,337,4025
"623","2020-09-12",2628,60,698,116,137,346,3986
"624","2020-09-13",2476,65,662,116,130,325,3774
"625","2020-09-14",2501,65,708,116,135,346,3871
"626","2020-09-15",2539,67,680,116,149,373,3924
"627","2020-09-16",2584,67,684,116,154,365,3970
"628","2020-09-17",2219,61,675,100,143,471,3669
"629","2020-09-18",2491,64,710,116,160,426,3966
"630","2020-09-19",2578,72,724,116,161,347,3999
"631","2020-09-20",2471,69,688,116,142,346,3831
"632","2020-09-21",2442,60,701,116,140,403,3861
"633","2020-09-22",2392,62,710,116,146,433,3858
"634","2020-09-23",2304,61,719,116,130,450,3779
"635","2020-09-24",2391,66,742,116,125,369,3808
"636","2020-09-25",2456,59,705,116,110,383,3828
"637","2020-09-26",2381,52,699,116,100,351,3699
"638","2020-09-27",2370,54,660,116,92,329,3622
"639","2020-09-28",2578,55,651,116,105,326,3831
"640","2020-09-29",2594,58,628,117,114,320,3831
"641","2020-09-30",2587,58,599,117,125,320,3805
"642","2020-10-01",2499,58,597,117,125,362,3757
"643","2020-10-02",2423,63,565,117,138,372,3678
"644","2020-10-03",2495,65,534,117,158,402,3770
"645","2020-10-04",2395,63,521,117,162,411,3669
"646","2020-10-05",2542,64,548,117,164,368,3803
"647","2020-10-06",2641,61,558,116,151,324,3851
"648","2020-10-07",2722,62,552,115,147,312,3910
"649","2020-10-08",2772,59,527,116,140,263,3877
"650","2020-10-09",2782,58,518,116,156,272,3902
"651","2020-10-10",2738,55,461,116,163,291,3823
"652","2020-10-11",2522,53,447,116,164,289,3590
"653","2020-10-12",2585,58,473,116,163,301,3696
"654","2020-10-13",2611,59,477,110,161,327,3745
"655","2020-10-14",2477,56,487,115,146,454,3734
"656","2020-10-15",2472,60,488,115,173,447,3754
"657","2020-10-16",2548,50,490,115,156,422,3783
"658","2020-10-17",2612,51,477,116,162,328,3746
"659","2020-10-18",2502,53,452,116,171,256,3550
"660","2020-10-19",2593,52,450,116,163,265,3638
"661","2020-10-20",2637,48,430,116,147,269,3647
"662","2020-10-21",2588,49,417,113,158,279,3604
"663","2020-10-22",2558,54,407,111,157,305,3590
"664","2020-10-23",2512,49,406,111,158,307,3542
"665","2020-10-24",2459,42,417,116,155,298,3486
"666","2020-10-25",2324,44,400,117,151,259,3296
"667","2020-10-26",2420,48,395,118,158,259,3398
"668","2020-10-27",2504,53,409,117,155,258,3497
"669","2020-10-28",2549,57,395,117,153,256,3527
"670","2020-10-29",2576,63,393,117,159,229,3537
"671","2020-10-30",2588,63,389,114,157,254,3564
"672","2020-10-31",2591,64,382,114,158,249,3558
"673","2020-11-01",2478,67,357,114,153,260,3429
"674","2020-11-02",2570,66,377,112,159,275,3560
"675","2020-11-03",2605,64,371,92,159,301,3591
"676","2020-11-04",2617,56,350,90,153,269,3534
"677","2020-11-05",2571,56,332,91,161,267,3478
"678","2020-11-06",2610,59,311,90,157,274,3501
"679","2020-11-07",2586,61,306,91,149,293,3486
"680","2020-11-08",2489,60,296,92,146,288,3370
"681","2020-11-09",2580,61,319,95,138,291,3484
"682","2020-11-10",2568,67,306,110,133,314,3497
"683","2020-11-11",2544,64,318,116,133,326,3501
"684","2020-11-12",2589,65,322,114,131,295,3516
"685","2020-11-13",2514,68,303,120,131,288,3424
"686","2020-11-14",2148,67,275,125,109,318,3043
"687","2020-11-15",2027,64,286,126,102,269,2874
"688","2020-11-16",2040,67,274,126,134,307,2947
"689","2020-11-17",2260,66,279,126,97,345,3174
"690","2020-11-18",2375,69,288,127,121,316,3295
"691","2020-11-19",2410,70,281,130,126,335,3352
"692","2020-11-20",2427,66,290,131,125,324,3363
"693","2020-11-21",2410,66,292,131,103,339,3341
"694","2020-11-22",2399,63,274,126,101,291,3254
"695","2020-11-23",2499,59,291,126,116,258,3348
"696","2020-11-24",2520,63,290,126,147,266,3411
"697","2020-11-25",2472,51,286,125,115,320,3370
"698","2020-11-26",2312,49,280,123,111,381,3256
"699","2020-11-27",2323,57,285,122,102,408,3296
"700","2020-11-28",2389,56,283,122,99,359,3308
"701","2020-11-29",2406,57,268,123,101,302,3257
"702","2020-11-30",2517,59,282,125,115,292,3389
"703","2020-12-01",2532,56,280,121,122,320,3431
"704","2020-12-02",2559,60,282,121,174,280,3475
"705","2020-12-03",2625,54,298,120,131,248,3476
"706","2020-12-04",2638,51,293,120,132,264,3498
"707","2020-12-05",2625,51,291,121,121,270,3478
"708","2020-12-06",2489,54,260,120,112,303,3338
"709","2020-12-07",2577,59,288,120,105,278,3427
"710","2020-12-08",2628,51,272,120,117,287,3474
"711","2020-12-09",2558,67,287,109,170,297,3487
"712","2020-12-10",2559,65,283,96,168,338,3509
"713","2020-12-11",2575,62,290,96,110,308,3441
"714","2020-12-12",2452,62,282,114,111,306,3327
"715","2020-12-13",2406,59,270,116,94,309,3254
"716","2020-12-14",2514,64,292,103,98,336,3407
"717","2020-12-15",2584,65,284,95,110,352,3491
"718","2020-12-16",2590,60,287,110,99,372,3520
"719","2020-12-17",2632,57,294,122,101,360,3565
"720","2020-12-18",2668,65,272,122,134,356,3616
"721","2020-12-19",2684,60,256,118,87,388,3593
"722","2020-12-20",2621,63,235,116,84,361,3480
"723","2020-12-21",2724,64,263,116,94,353,3613
"724","2020-12-22",2802,65,282,115,99,313,3675
"725","2020-12-23",2794,69,288,121,98,321,3692
"726","2020-12-24",2789,72,285,125,97,347,3714
"727","2020-12-25",2745,75,274,120,90,365,3669
"728","2020-12-26",2801,76,285,121,92,331,3706
"729","2020-12-27",2686,67,251,121,95,356,3576
"730","2020-12-28",2773,77,280,122,94,329,3673
"731","2020-12-29",2806,77,272,102,92,392,3740
"732","2020-12-30",2769,72,292,85,91,442,3751
"733","2020-12-31",2780,66,300,85,90,400,3721
"734","2021-01-01",2729,68,264,86,99,390,3635
"735","2021-01-02",2720,64,281,96,96,359,3617
"736","2021-01-03",2627,58,256,108,93,327,3469
"737","2021-01-04",2667,62,280,109,104,323,3544
"738","2021-01-05",2672,67,282,109,97,301,3528
"739","2021-01-06",2711,69,292,106,92,271,3541
"740","2021-01-07",2698,58,261,104,95,310,3526
"741","2021-01-08",3044,60,256,116,102,336,3914
"742","2021-01-09",2661,59,253,104,90,339,3506
"743","2021-01-10",2628,58,237,104,89,339,3455
"744","2021-01-11",2786,60,253,104,92,325,3619
"745","2021-01-12",2810,62,253,104,88,362,3678
"746","2021-01-13",2821,56,266,104,93,335,3676
"747","2021-01-14",2714,64,258,104,87,307,3534
"748","2021-01-15",2712,64,269,104,89,315,3552
"749","2021-01-16",2778,65,283,99,92,311,3628
"750","2021-01-17",2763,63,258,99,95,334,3612
"751","2021-01-18",2838,62,287,79,96,364,3727
"752","2021-01-19",2968,55,293,74,92,319,3802
"753","2021-01-20",3018,71,289,77,94,296,3844
"754","2021-01-21",3050,72,278,78,95,279,3852
"755","2021-01-22",3072,66,292,79,95,302,3906
"756","2021-01-23",3034,69,282,88,97,313,3882
"757","2021-01-24",2922,64,267,89,93,336,3771
"758","2021-01-25",2944,61,265,88,96,363,3818
"759","2021-01-26",2831,62,255,89,92,349,3679
"760","2021-01-27",2929,68,273,88,96,353,3806
"761","2021-01-28",2997,66,267,84,96,363,3874
"762","2021-01-29",3044,69,266,79,94,356,3908
"763","2021-01-30",3053,68,265,77,97,333,3894
"764","2021-01-31",2963,66,248,77,96,328,3778
"765","2021-02-01",2996,66,259,77,97,351,3846
"766","2021-02-02",3031,71,262,87,96,355,3901
"767","2021-02-03",3105,76,273,87,96,342,3979
"768","2021-02-04",2934,76,267,79,95,372,3824
"769","2021-02-05",2913,82,273,81,98,380,3826
"770","2021-02-06",2891,80,276,80,98,402,3828
"771","2021-02-07",2820,78,239,80,93,395,3706
"772","2021-02-08",2884,74,280,83,98,397,3814
"773","2021-02-09",2985,74,284,81,100,344,3868
"774","2021-02-10",3015,77,277,81,101,324,3875
"775","2021-02-11",2995,76,272,81,108,325,3856
"776","2021-02-12",2997,72,266,78,111,341,3866
"777","2021-02-13",2994,74,268,77,102,330,3844
"778","2021-02-14",2907,72,255,78,109,312,3733
"779","2021-02-15",2978,76,273,80,114,320,3841
"780","2021-02-16",2980,78,266,80,121,313,3838
"781","2021-02-17",2939,82,266,83,123,324,3816
"782","2021-02-18",2892,77,263,86,120,363,3800
"783","2021-02-19",2832,75,259,90,117,363,3736
"784","2021-02-20",2807,73,249,91,113,370,3704
"785","2021-02-21",2714,67,245,91,104,346,3567
"786","2021-02-22",2863,66,265,91,107,323,3716
"787","2021-02-23",2932,69,286,91,108,341,3827
"788","2021-02-24",2983,71,289,91,106,350,3890
"789","2021-02-25",3006,74,312,91,120,332,3934
"790","2021-02-26",3018,73,304,91,122,374,3982
"791","2021-02-27",3031,73,298,91,122,363,3978
"792","2021-02-28",2987,77,270,91,105,341,3871
"793","2021-03-01",3046,78,299,90,118,347,3978
"794","2021-03-02",3105,73,302,91,112,355,4037
"795","2021-03-03",3134,68,279,91,112,357,4041
"796","2021-03-04",3119,71,275,91,127,377,4060
"797","2021-03-05",3171,77,290,90,133,352,4113
"798","2021-03-06",3140,78,315,77,128,362,4102
"799","2021-03-07",3024,75,260,68,110,417,3953
"800","2021-03-08",3135,74,297,72,117,388,4082
"801","2021-03-09",3229,74,305,86,117,368,4179
"802","2021-03-10",3261,80,295,81,112,346,4176
"803","2021-03-11",3233,80,286,84,125,358,4166
"804","2021-03-12",3100,79,265,85,129,359,4017
"805","2021-03-13",3019,78,271,93,117,354,3933
"806","2021-03-14",3009,77,264,95,105,366,3916
"807","2021-03-15",3140,76,291,89,116,358,4070
"808","2021-03-16",3188,74,326,88,117,342,4135
"809","2021-03-17",3225,72,328,88,121,335,4168
"810","2021-03-18",3268,71,304,86,114,332,4174
"811","2021-03-19",3255,73,294,83,118,319,4143
"812","2021-03-20",3225,72,276,83,120,344,4120
"813","2021-03-21",3148,71,234,78,100,355,3986
"814","2021-03-22",3184,65,283,84,111,334,4061
"815","2021-03-23",3105,61,287,86,122,358,4020
"816","2021-03-24",3176,62,282,89,117,366,4091
"817","2021-03-25",3222,67,294,96,111,349,4137
"818","2021-03-26",3201,70,300,98,128,358,4154
"819","2021-03-27",3225,69,291,95,127,350,4157
"820","2021-03-28",3128,70,253,93,99,385,4029
"821","2021-03-29",2861,75,243,109,93,404,3785
"822","2021-03-30",2955,75,262,93,100,436,3921
"823","2021-03-31",3086,78,268,93,112,470,4107
"824","2021-04-01",3090,75,300,89,105,424,4083
"825","2021-04-02",3140,73,307,90,115,414,4137
"826","2021-04-03",3177,72,292,89,121,425,4176
"827","2021-04-04",3103,72,265,94,115,391,4040
"828","2021-04-05",3197,70,293,101,117,392,4170
"829","2021-04-06",3182,69,302,101,125,380,4160
"830","2021-04-07",3226,72,325,103,138,350,4215
"831","2021-04-08",3277,75,310,99,149,343,4252
"832","2021-04-09",3256,73,289,108,133,352,4211
"833","2021-04-10",3235,76,274,108,112,363,4168
"834","2021-04-11",3150,69,253,97,99,357,4025
"835","2021-04-12",3241,70,275,97,106,340,4129
"836","2021-04-13",3293,68,251,97,107,321,4136
"837","2021-04-14",3165,67,246,107,109,364,4057
"838","2021-04-15",3151,68,249,107,103,356,4034
"839","2021-04-16",3162,68,252,107,99,367,4055
"840","2021-04-17",3075,70,275,97,102,357,3975
"841","2021-04-18",3048,71,261,107,100,350,3937
"842","2021-04-19",3103,73,294,89,104,416,4080
"843","2021-04-20",3154,72,277,84,113,401,4101
"844","2021-04-21",3091,72,294,85,111,360,4013
"845","2021-04-22",2989,69,293,90,103,385,3929
"846","2021-04-23",2944,70,309,91,97,413,3923
"847","2021-04-24",2987,80,318,100,98,351,3935
"848","2021-04-25",2906,76,303,116,96,346,3843
"849","2021-04-26",3072,78,300,120,113,341,4024
"850","2021-04-27",3102,77,306,122,120,348,4075
"851","2021-04-28",3116,75,318,113,142,361,4125
"852","2021-04-29",3117,73,334,109,136,357,4126
"853","2021-04-30",3089,82,323,109,134,335,4071
"854","2021-05-01",2951,80,308,112,118,330,3899
"855","2021-05-02",2874,75,299,113,113,314,3788
"856","2021-05-03",2885,80,322,113,108,353,3861
"857","2021-05-04",2900,78,348,117,111,343,3897
"858","2021-05-05",2851,77,380,118,116,364,3907
"859","2021-05-06",2803,76,414,118,116,355,3883
"860","2021-05-07",2781,79,391,118,117,328,3814
"861","2021-05-08",2863,83,389,116,122,312,3884
"862","2021-05-09",2738,80,369,109,116,336,3748
"863","2021-05-10",2774,79,360,110,113,359,3795
"864","2021-05-11",2702,75,362,111,110,417,3779
"865","2021-05-12",2560,75,395,103,109,450,3692
"866","2021-05-13",2415,71,433,103,106,467,3595
"867","2021-05-14",2592,71,417,104,106,403,3693
"868","2021-05-15",2606,74,382,115,103,387,3666
"869","2021-05-16",2365,70,350,123,101,498,3506
"870","2021-05-17",2331,71,370,124,102,544,3542
"871","2021-05-18",2252,66,375,125,89,469,3376
"872","2021-05-19",2155,65,394,125,89,415,3243
"873","2021-05-20",2129,68,430,125,81,430,3264
"874","2021-05-21",2167,70,450,128,76,471,3362
"875","2021-05-22",2291,77,450,130,76,422,3445
"876","2021-05-23",2310,77,425,130,73,453,3469
"877","2021-05-24",2400,85,439,130,76,463,3593
"878","2021-05-25",2362,83,410,121,82,536,3595
"879","2021-05-26",2273,85,391,106,87,634,3577
"880","2021-05-27",2249,83,449,106,89,637,3613
"881","2021-05-28",2329,86,528,110,94,582,3728
"882","2021-05-29",2454,88,545,115,102,528,3831
"883","2021-05-30",2353,80,515,121,93,545,3707
"884","2021-05-31",2435,82,522,128,90,583,3839
"885","2021-06-01",2280,78,507,125,98,530,3619
"886","2021-06-02",2484,83,497,122,111,424,3720
"887","2021-06-03",2592,86,486,119,108,339,3731
"888","2021-06-04",2662,84,479,120,116,311,3771
"889","2021-06-05",2587,76,468,125,109,326,3690
"890","2021-06-06",2495,77,467,125,102,341,3607
"891","2021-06-07",2559,82,521,125,104,481,3871
"892","2021-06-08",2576,82,534,124,105,575,3995
"893","2021-06-09",2515,85,563,124,107,632,4025
"894","2021-06-10",2461,81,556,127,106,666,3998
"895","2021-06-11",2317,74,575,128,101,688,3883
"896","2021-06-12",2285,77,591,128,103,664,3848
"897","2021-06-13",2133,73,606,128,94,636,3670
"898","2021-06-14",2324,85,636,128,101,610,3883
"899","2021-06-15",2305,84,616,128,103,655,3890
"900","2021-06-16",2344,88,631,123,92,587,3865
"901","2021-06-17",2389,88,625,122,90,544,3858
"902","2021-06-18",2419,88,611,120,92,524,3854
"903","2021-06-19",2357,78,589,110,91,547,3772
"904","2021-06-20",2184,73,580,107,89,623,3655
"905","2021-06-21",2455,83,646,119,92,550,3944
"906","2021-06-22",2672,83,669,97,98,513,4133
"907","2021-06-23",2759,81,648,99,100,488,4176
"908","2021-06-24",2679,76,614,103,95,582,4150
"909","2021-06-25",2661,78,612,107,90,623,4171
"910","2021-06-26",2648,80,620,106,93,593,4140
"911","2021-06-27",2685,87,617,107,97,415,4009
"912","2021-06-28",2921,88,642,106,95,383,4234
"913","2021-06-29",3039,92,658,105,111,405,4410
"914","2021-06-30",2960,91,661,106,117,550,4486
"915","2021-07-01",2859,91,669,108,115,576,4419
"916","2021-07-02",2724,84,667,109,120,616,4320
"917","2021-07-03",2796,82,668,109,111,540,4306
"918","2021-07-04",2875,82,657,106,105,450,4275
"919","2021-07-05",3060,80,692,105,113,389,4439
"920","2021-07-06",3175,79,692,105,121,381,4553
"921","2021-07-07",3129,83,680,107,119,450,4568
"922","2021-07-08",3052,77,648,108,104,485,4474
"923","2021-07-09",3018,71,653,109,102,456,4409
"924","2021-07-10",3014,78,632,109,101,462,4396
"925","2021-07-11",2836,77,612,109,96,423,4152
"926","2021-07-12",2785,78,615,101,95,466,4140
"927","2021-07-13",2757,82,612,99,91,491,4133
"928","2021-07-14",2701,79,644,99,91,449,4063
"929","2021-07-15",2763,76,667,100,89,422,4117
"930","2021-07-16",2925,79,695,103,93,409,4303
"931","2021-07-18",2585,70,647,104,88,522,4016
"932","2021-07-18",2958,79,679,104,98,417,4335
"933","2021-07-19",2370,63,630,104,81,672,3921
"934","2021-07-20",2292,67,627,105,81,695,3867
"935","2021-07-21",2268,66,634,105,79,677,3830
"936","2021-07-22",2331,71,663,105,89,629,3887
"937","2021-07-23",2466,79,678,105,95,562,3985
"938","2021-07-24",2448,81,690,105,91,606,4021
"939","2021-07-25",2397,76,667,105,85,637,3966
"940","2021-07-26",2473,66,685,100,85,703,4113
"941","2021-07-27",2416,70,660,101,85,733,4064
"942","2021-07-28",2185,73,665,101,93,735,3852
"943","2021-07-29",2186,72,684,101,93,705,3841
"944","2021-07-30",2139,70,705,101,93,718,3826
"945","2021-07-31",2144,68,710,101,94,714,3830
"946","2021-08-01",2030,59,718,101,88,714,3710
"947","2021-08-02",2244,66,744,96,89,711,3950
"948","2021-08-03",2329,64,751,97,95,714,4050
"949","2021-08-04",2410,68,751,99,94,705,4125
"950","2021-08-05",2561,73,759,100,95,660,4248
"951","2021-08-06",2672,72,766,100,98,600,4309
"952","2021-08-07",2791,80,778,95,115,465,4325
"953","2021-08-08",2744,81,745,97,87,413,4167
"954","2021-08-09",2847,80,730,97,90,484,4327
"955","2021-08-10",2898,82,735,97,88,532,4430
"956","2021-08-11",2927,82,748,87,86,542,4473
"957","2021-08-12",2987,80,736,66,93,549,4512
"958","2021-08-13",3021,77,739,66,93,540,4536
"959","2021-08-14",2973,70,690,65,89,642,4530
"960","2021-08-15",2831,69,729,70,88,549,4336
"961","2021-08-16",3029,63,739,87,124,403,4445
"962","2021-08-17",3100,62,713,95,152,406,4529
"963","2021-08-18",3003,62,692,96,126,499,4477
"964","2021-08-19",2926,67,693,96,122,553,4457
"965","2021-08-20",2893,68,706,96,115,416,4294
"966","2021-08-21",2803,70,695,96,103,322,4089
"967","2021-08-22",2657,69,623,96,85,292,3822
"968","2021-08-23",2728,71,687,99,96,366,4047
"969","2021-08-24",2830,70,712,92,96,467,4266
"970","2021-08-25",2830,68,719,90,102,530,4339
"971","2021-08-26",2789,68,725,90,134,550,4355
"972","2021-08-27",2835,68,731,92,159,477,4362
"973","2021-08-28",2844,72,720,91,168,407,4302
"974","2021-08-29",2732,78,658,87,163,413,4131
"975","2021-08-30",2752,74,650,84,142,423,4125
"976","2021-08-31",2720,70,649,88,129,425,4081
"977","2021-09-01",2709,74,650,88,108,400,4027
"978","2021-09-02",2744,74,676,95,105,371,4064
"979","2021-09-03",2740,78,652,110,115,346,4040
"980","2021-09-04",2626,76,609,120,111,451,3993
"981","2021-09-05",2571,77,584,123,104,433,3892
"982","2021-09-06",2688,79,604,123,109,439,4041
"983","2021-09-07",2568,78,611,123,113,495,3987
"984","2021-09-08",2504,80,639,121,101,553,3998
"985","2021-09-09",2603,84,643,120,94,523,4067
"986","2021-09-10",2511,79,631,120,96,520,3957
"987","2021-09-11",2336,78,653,120,94,500,3780
"988","2021-09-12",2132,75,670,120,88,561,3645
"989","2021-09-13",2215,80,720,120,89,578,3801
"990","2021-09-14",2230,79,729,120,82,526,3766
"991","2021-09-15",2366,82,747,122,76,450,3842
"992","2021-09-16",2406,84,695,124,79,457,3845
"993","2021-09-17",2482,88,661,123,74,421,3848
"994","2021-09-18",2631,88,694,114,74,360,3961
"995","2021-09-19",2691,80,678,114,76,327,3966
"996","2021-09-20",2738,75,696,114,110,353,4087
"997","2021-09-21",2644,68,658,114,114,416,4015
"998","2021-09-22",2531,64,660,113,108,402,3877
"999","2021-09-23",2534,63,648,115,91,366,3818
"1000","2021-09-24",2570,63,689,113,101,432,3968
"1001","2021-09-25",2534,65,665,118,100,387,3868
"1002","2021-09-26",2462,66,618,123,90,364,3722
"1003","2021-09-27",2505,68,586,123,90,424,3797
"1004","2021-09-28",2444,72,602,123,88,520,3849
"1005","2021-09-29",2445,73,636,128,93,504,3879
"1006","2021-09-30",2531,81,660,129,102,418,3920
"1007","2021-10-01",2618,83,649,128,104,318,3900
"1008","2021-10-02",2504,82,618,129,106,278,3716
"1009","2021-10-03",2462,77,622,129,85,329,3704
"1010","2021-10-04",2593,74,655,128,109,345,3903
"1011","2021-10-05",2649,73,630,128,140,288,3908
"1012","2021-10-06",2686,77,594,129,156,283,3925
"1013","2021-10-07",2703,75,599,131,148,307,3962
"1014","2021-10-08",2725,69,579,120,156,329,3977
"1015","2021-10-10",2592,67,551,132,119,392,3854
"1016","2021-10-11",2700,75,570,132,123,358,3959
"1017","2021-10-12",2728,76,576,132,128,354,3995
"1018","2021-10-13",2752,68,554,133,118,353,3978
"1019","2021-10-14",2720,64,519,132,115,352,3902
"1020","2021-10-16",2711,73,506,121,91,289,3791
"1021","2021-10-17",2502,71,509,123,81,361,3648
"1022","2021-10-18",2374,62,529,123,76,462,3626
"1023","2021-10-19",2497,65,570,123,71,333,3660
"1024","2021-10-20",2587,67,571,123,81,300,3728
"1025","2021-10-21",2552,71,569,124,80,329,3725
"1026","2021-10-22",2562,74,563,127,78,358,3763
"1027","2021-10-23",2519,80,544,128,89,339,3699
"1028","2021-10-24",2411,81,518,133,73,291,3508
"1029","2021-10-25",2520,81,510,134,86,286,3617
"1030","2021-10-26",2586,81,516,133,80,301,3696
"1031","2021-10-27",2566,76,502,133,68,341,3686
"1032","2021-10-28",2534,78,507,133,67,338,3659
"1033","2021-10-29",2568,73,502,134,69,292,3639
"1034","2021-10-30",2513,73,482,134,66,310,3579
"1035","2021-10-31",2448,76,460,134,64,278,3461
"1036","2021-11-01",2520,75,433,134,67,281,3510
"1037","2021-11-02",2557,68,419,134,68,299,3545
"1038","2021-11-03",2493,66,416,134,64,300,3473
"1039","2021-11-04",2215,70,386,134,64,284,3154
"1040","2021-11-05",2073,65,395,133,61,296,3023
"1041","2021-11-06",2174,66,407,129,63,316,3155
"1042","2021-11-07",2231,70,406,129,64,288,3189
"1043","2021-11-08",2395,61,410,129,66,304,3364
"1044","2021-11-09",2512,56,388,129,67,306,3458
"1045","2021-11-10",2577,56,393,129,66,277,3497
"1046","2021-11-11",2514,59,378,124,59,317,3451
"1047","2021-11-12",2531,68,375,125,57,344,3499
"1048","2021-11-13",2568,70,366,128,64,312,3509
"1049","2021-11-14",2524,70,337,129,64,303,3427
"1050","2021-11-15",2583,66,351,130,66,329,3525
"1051","2021-11-16",2579,66,335,129,65,381,3556
"1052","2021-11-17",2617,65,350,114,66,338,3550
"1053","2021-11-18",2629,71,361,105,67,279,3511
"1054","2021-11-19",2545,65,314,104,68,330,3427
"1055","2021-11-20",2538,67,317,102,67,347,3438
"1056","2021-11-21",2421,70,308,103,66,335,3303
"1057","2021-11-22",2583,66,321,103,59,313,3445
"1058","2021-11-23",2695,70,325,103,62,268,3523
"1059","2021-11-24",2719,76,320,110,64,271,3561
"1060","2021-11-25",2708,71,312,120,71,294,3576
"1061","2021-11-26",2723,57,322,125,74,288,3589
"1062","2021-11-27",2690,56,315,126,72,284,3542
"1063","2021-11-28",2537,58,294,125,78,304,3397
"1064","2021-11-29",2579,59,311,125,77,325,3476
"1065","2021-11-30",2590,60,313,125,75,343,3506
"1066","2021-12-01",2554,68,306,125,65,325,3443
