"date","year","month","month_date","coal","lignite","coal_lignite","gas_naptha_diesel","hydro","nuclear","res","total","unit"
2018-11-30,2018,11,"11_30",2630,97,2727,120,266,80,249,3442,"MU"
2018-12-01,2018,12,"12_01",2617,94,2711,121,259,80,258,3426,"MU"
2018-12-02,2018,12,"12_02",2601,94,2695,114,250,80,250,3388,"MU"
2018-12-03,2018,12,"12_03",2512,87,2599,113,219,80,250,3259,"MU"
2018-12-04,2018,12,"12_04",2577,87,2664,116,250,80,266,3374,"MU"
2018-12-05,2018,12,"12_05",2637,86.03,2723.03,115,252,80,254,3372,"MU"
2018-12-06,2018,12,"12_06",2666,81,2747,115,271,80,208,3423,"MU"
2018-12-07,2018,12,"12_07",2678,85,2763,115,267,83,217,3445,"MU"
2018-12-08,2018,12,"12_08",2652,82,2734,123,252,84,240,3434,"MU"
2018-12-09,2018,12,"12_09",2644,85,2729,116,258,84,248,3436,"MU"
2018-12-10,2018,12,"12_10",2558,83,2641,116,238,84,245,3324,"MU"
2018-12-11,2018,12,"12_11",2635,87,2722,121,258,84,213,3396,"MU"
2018-12-12,2018,12,"12_12",2661,90.45,2751.45,119,271,84,222,3393,"MU"
2018-12-13,2018,12,"12_13",2622,91.81,2713.81,117,314,84,241,3414,"MU"
2018-12-14,2018,12,"12_14",2603,91,2694,118,255,84,264,3416,"MU"
2018-12-15,2018,12,"12_15",2553,84,2637,116,241,84,322,3400,"MU"
2018-12-16,2018,12,"12_16",2476,84,2560,118,253,84,368,3384,"MU"
2018-12-17,2018,12,"12_17",2418,86,2504,116,232,84,322,3258,"MU"
2018-12-18,2018,12,"12_18",2469,94,2563,120,250,82,284,3298,"MU"
2018-12-19,2018,12,"12_19",2503,96,2599,110,256,79,262,3305,"MU"
2018-12-20,2018,12,"12_20",2527,96,2623,120,284,79,247,3356,"MU"
2018-12-21,2018,12,"12_21",2567,94,2661,121,290,79,248,3400,"MU"
2018-12-22,2018,12,"12_22",2624,99,2723,123,287,79,230,3443,"MU"
2018-12-23,2018,12,"12_23",2641,97,2738,115,269,79,234,3436,"MU"
2018-12-24,2018,12,"12_24",2546,91,2637,120,225,80,255,3317,"MU"
2018-12-25,2018,12,"12_25",2590,85,2675,116,260,79,274,3402,"MU"
2018-12-26,2018,12,"12_26",2620,84,2704,116,267,80,259,3423,"MU"
2018-12-27,2018,12,"12_27",2676,89,2765,119,272,80,245,3480,"MU"
2018-12-28,2018,12,"12_28",2715,93,2808,121,262,79,232,3500,"MU"
2018-12-29,2018,12,"12_29",2715,94,2809,119,255,80,247,3512,"MU"
2018-12-30,2018,12,"12_30",2631,95,2726,121,252,73,269,3439,"MU"
2018-12-31,2018,12,"12_31",2522,90,2612,121,234,74,283,3325,"MU"
